position,factoid_type,factoid_text,tags
LB,state_analysis,"[LB] Insight: LB recruits who were from MI saw an average career success score of 33.42, which is 16.3% lower than the position average.",lb|mi|state|state_analysis
LB,state_analysis,"[LB] Insight: LB recruits who were from MI saw an average multi-year starter rate (>=50) of 39.1%, which is 17.9% lower than the position average.",ge_50|lb|mi|multi-year_starter|state|state_analysis|threshold
LB,state_analysis,"[LB] Insight: LB recruits who were from MI saw an average contributor rate (>=20) of 60.9%, which is 18.0% lower than the position average.",contributor|ge_20|lb|mi|state|state_analysis|threshold
LB,state_analysis,"[LB] Insight: LB recruits who were from AL saw an average elite rate (>=80) of 1.0%, which is 32.2% lower than the position average.",al|elite|ge_80|lb|state|state_analysis|threshold
LB,state_analysis,"[LB] Insight: LB recruits who were from CA saw an average elite rate (>=80) of 0.5%, which is 67.5% lower than the position average.",ca|elite|ge_80|lb|state|state_analysis|threshold
LB,state_analysis,"[LB] Insight: LB recruits who were from MI saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|lb|mi|state|state_analysis|threshold
LB,state_analysis,"[LB] Insight: LB recruits who were from TN saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|lb|state|state_analysis|threshold|tn
LB,state_analysis,"[LB] Insight: LB recruits who were from VA saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|lb|state|state_analysis|threshold|va
OL,biometric_threshold,"[OL] Insight: OL recruits who were above weight_lbs 310 saw an average elite rate (>=80) of 2.4%, which is 68.3% higher than the position average.",310|above|biometric_threshold|elite|ge_80|ol|threshold|weight_lbs
OL,biometric_threshold,"[OL] Insight: OL recruits who were above height_inches 77 saw an average elite rate (>=80) of 1.8%, which is 28.5% higher than the position average.",77|above|biometric_threshold|elite|ge_80|height_inches|ol|threshold
OL,prestige_lift,"[OL] Insight: OL recruits who had flag_all_american_bowl saw an average elite rate (>=80) of 6.7%, which is 366.7% higher than the position average.",elite|flag_all_american_bowl|ge_80|has_flag|ol|prestige_lift|threshold
OL,prestige_lift,"[OL] Insight: OL recruits who had flag_all_america_game saw an average elite rate (>=80) of 5.0%, which is 250.0% higher than the position average.",elite|flag_all_america_game|ge_80|has_flag|ol|prestige_lift|threshold
OL,prestige_lift,"[OL] Insight: OL recruits who had flag_all_american_bowl saw an average multi-year starter rate (>=50) of 80.0%, which is 93.0% higher than the position average.",flag_all_american_bowl|ge_50|has_flag|multi-year_starter|ol|prestige_lift|threshold
OL,prestige_lift,"[OL] Insight: OL recruits who had flag_all_america_game saw an average multi-year starter rate (>=50) of 80.0%, which is 93.0% higher than the position average.",flag_all_america_game|ge_50|has_flag|multi-year_starter|ol|prestige_lift|threshold
OL,prestige_lift,"[OL] Insight: OL recruits who had flag_all_american_bowl saw an average career success score of 56.33, which is 60.7% higher than the position average.",flag_all_american_bowl|has_flag|ol|prestige_lift
OL,prestige_lift,"[OL] Insight: OL recruits who had flag_all_america_game saw an average career success score of 55.02, which is 57.0% higher than the position average.",flag_all_america_game|has_flag|ol|prestige_lift
OL,prestige_lift,"[OL] Insight: OL recruits who had flag_all_american_bowl saw an average contributor rate (>=20) of 88.9%, which is 41.4% higher than the position average.",contributor|flag_all_american_bowl|ge_20|has_flag|ol|prestige_lift|threshold
OL,prestige_lift,"[OL] Insight: OL recruits who had flag_all_america_game saw an average contributor rate (>=20) of 87.5%, which is 39.2% higher than the position average.",contributor|flag_all_america_game|ge_20|has_flag|ol|prestige_lift|threshold
OL,skill_influence,"[OL] Insight: OL recruits who had skill_Feet ratings of 9 or 10 saw an average elite rate (>=80) of 9.6%, which is 570.2% higher than the position average.",elite|ge_80|ol|rating_9_or_10|skill_feet|skill_influence|threshold
OL,skill_influence,"[OL] Insight: OL recruits who had skill_Body Quickness ratings of 9 or 10 saw an average elite rate (>=80) of 5.9%, which is 311.8% higher than the position average.",elite|ge_80|ol|rating_9_or_10|skill_body_quickness|skill_influence|threshold
OL,skill_influence,"[OL] Insight: OL recruits who had skill_Feet ratings of 9 or 10 saw an average multi-year starter rate (>=50) of 77.7%, which is 87.3% higher than the position average.",ge_50|multi-year_starter|ol|rating_9_or_10|skill_feet|skill_influence|threshold
OL,skill_influence,"[OL] Insight: OL recruits who had skill_Body Quickness ratings of 9 or 10 saw an average multi-year starter rate (>=50) of 71.8%, which is 73.1% higher than the position average.",ge_50|multi-year_starter|ol|rating_9_or_10|skill_body_quickness|skill_influence|threshold
OL,skill_influence,"[OL] Insight: OL recruits who had skill_Feet ratings of 9 or 10 saw an average career success score of 57.57, which is 64.2% higher than the position average.",ol|rating_9_or_10|skill_feet|skill_influence
OL,skill_influence,"[OL] Insight: OL recruits who had skill_Body Quickness ratings of 9 or 10 saw an average career success score of 52.76, which is 50.5% higher than the position average.",ol|rating_9_or_10|skill_body_quickness|skill_influence
OL,skill_influence,"[OL] Insight: OL recruits who had skill_Feet ratings of 9 or 10 saw an average contributor rate (>=20) of 88.3%, which is 40.4% higher than the position average.",contributor|ge_20|ol|rating_9_or_10|skill_feet|skill_influence|threshold
OL,skill_influence,"[OL] Insight: OL recruits who had skill_Body Quickness ratings of 9 or 10 saw an average contributor rate (>=20) of 83.5%, which is 32.8% higher than the position average.",contributor|ge_20|ol|rating_9_or_10|skill_body_quickness|skill_influence|threshold
OL,star_threshold,"[OL] Insight: OL recruits who were 5-star prospects saw an average elite rate (>=80) of 11.8%, which is 723.5% higher than the position average.",5-star|elite|ge_80|ol|star_threshold|threshold
OL,star_threshold,"[OL] Insight: OL recruits who were 4-star prospects saw an average elite rate (>=80) of 3.7%, which is 156.5% higher than the position average.",4-star|elite|ge_80|ol|star_threshold|threshold
OL,star_threshold,"[OL] Insight: OL recruits who were 5-star prospects saw an average multi-year starter rate (>=50) of 88.2%, which is 112.9% higher than the position average.",5-star|ge_50|multi-year_starter|ol|star_threshold|threshold
OL,star_threshold,"[OL] Insight: OL recruits who were 5-star prospects saw an average career success score of 61.42, which is 75.2% higher than the position average.",5-star|ol|star_threshold
OL,star_threshold,"[OL] Insight: OL recruits who were 5-star prospects saw an average contributor rate (>=20) of 94.1%, which is 49.7% higher than the position average.",5-star|contributor|ge_20|ol|star_threshold|threshold
OL,star_threshold,"[OL] Insight: OL recruits who were 4-star prospects saw an average multi-year starter rate (>=50) of 59.7%, which is 44.0% higher than the position average.",4-star|ge_50|multi-year_starter|ol|star_threshold|threshold
OL,star_threshold,"[OL] Insight: OL recruits who were 4-star prospects saw an average career success score of 46.70, which is 33.2% higher than the position average.",4-star|ol|star_threshold
OL,star_threshold,"[OL] Insight: OL recruits who were 4-star prospects saw an average contributor rate (>=20) of 78.4%, which is 24.6% higher than the position average.",4-star|contributor|ge_20|ol|star_threshold|threshold
OL,star_threshold,"[OL] Insight: OL recruits who were 3-star prospects saw an average elite rate (>=80) of 1.1%, which is 26.3% lower than the position average.",3-star|elite|ge_80|ol|star_threshold|threshold
OL,star_threshold,"[OL] Insight: OL recruits who were 2-star prospects saw an average elite rate (>=80) of 0.3%, which is 78.6% lower than the position average.",2-star|elite|ge_80|ol|star_threshold|threshold
OL,state_analysis,"[OL] Insight: OL recruits who were from IL saw an average elite rate (>=80) of 3.7%, which is 161.2% higher than the position average.",elite|ge_80|il|ol|state|state_analysis|threshold
OL,state_analysis,"[OL] Insight: OL recruits who were from TN saw an average elite rate (>=80) of 2.9%, which is 105.9% higher than the position average.",elite|ge_80|ol|state|state_analysis|threshold|tn
OL,state_analysis,"[OL] Insight: OL recruits who were from GA saw an average elite rate (>=80) of 2.3%, which is 61.2% higher than the position average.",elite|ga|ge_80|ol|state|state_analysis|threshold
OL,state_analysis,"[OL] Insight: OL recruits who were from OH saw an average elite rate (>=80) of 2.1%, which is 46.4% higher than the position average.",elite|ge_80|oh|ol|state|state_analysis|threshold
OL,state_analysis,"[OL] Insight: OL recruits who were from NC saw an average elite rate (>=80) of 1.9%, which is 29.6% higher than the position average.",elite|ge_80|nc|ol|state|state_analysis|threshold
OL,state_analysis,"[OL] Insight: OL recruits who were from IL saw an average multi-year starter rate (>=50) of 47.8%, which is 15.2% higher than the position average.",ge_50|il|multi-year_starter|ol|state|state_analysis|threshold
OL,state_analysis,"[OL] Insight: OL recruits who were from TN saw an average multi-year starter rate (>=50) of 33.3%, which is 19.6% lower than the position average.",ge_50|multi-year_starter|ol|state|state_analysis|threshold|tn
OL,state_analysis,"[OL] Insight: OL recruits who were from IN saw an average elite rate (>=80) of 1.1%, which is 26.3% lower than the position average.",elite|ge_80|in|ol|state|state_analysis|threshold
OL,state_analysis,"[OL] Insight: OL recruits who were from PA saw an average elite rate (>=80) of 0.9%, which is 35.2% lower than the position average.",elite|ge_80|ol|pa|state|state_analysis|threshold
OL,state_analysis,"[OL] Insight: OL recruits who were from MI saw an average elite rate (>=80) of 0.8%, which is 44.4% lower than the position average.",elite|ge_80|mi|ol|state|state_analysis|threshold
OL,state_analysis,"[OL] Insight: OL recruits who were from CA saw an average elite rate (>=80) of 0.6%, which is 55.3% lower than the position average.",ca|elite|ge_80|ol|state|state_analysis|threshold
OL,state_analysis,"[OL] Insight: OL recruits who were from AL saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",al|elite|ge_80|ol|state|state_analysis|threshold
QB,biometric_threshold,"[QB] Insight: QB recruits who were above weight_lbs 220 saw an average multi-year starter rate (>=50) of 41.2%, which is 19.3% higher than the position average.",220|above|biometric_threshold|ge_50|multi-year_starter|qb|threshold|weight_lbs
QB,biometric_threshold,"[QB] Insight: QB recruits who were above weight_lbs 220 saw an average elite rate (>=80) of 1.2%, which is 36.9% lower than the position average.",220|above|biometric_threshold|elite|ge_80|qb|threshold|weight_lbs
QB,skill_influence,"[QB] Insight: QB recruits who had skill_Footwork ratings of 9 or 10 saw an average elite rate (>=80) of 8.6%, which is 332.9% higher than the position average.",elite|ge_80|qb|rating_9_or_10|skill_footwork|skill_influence|threshold
QB,skill_influence,"[QB] Insight: QB recruits who had skill_Elusiveness ratings of 9 or 10 saw an average elite rate (>=80) of 7.7%, which is 288.5% higher than the position average.",elite|ge_80|qb|rating_9_or_10|skill_elusiveness|skill_influence|threshold
QB,skill_influence,"[QB] Insight: QB recruits who had skill_Footwork ratings of 9 or 10 saw an average multi-year starter rate (>=50) of 80.0%, which is 131.3% higher than the position average.",ge_50|multi-year_starter|qb|rating_9_or_10|skill_footwork|skill_influence|threshold
QB,skill_influence,"[QB] Insight: QB recruits who had skill_Elusiveness ratings of 9 or 10 saw an average multi-year starter rate (>=50) of 75.0%, which is 116.9% higher than the position average.",ge_50|multi-year_starter|qb|rating_9_or_10|skill_elusiveness|skill_influence|threshold
QB,skill_influence,"[QB] Insight: QB recruits who had skill_Footwork ratings of 9 or 10 saw an average career success score of 62.55, which is 91.0% higher than the position average.",qb|rating_9_or_10|skill_footwork|skill_influence
QB,skill_influence,"[QB] Insight: QB recruits who had skill_Elusiveness ratings of 9 or 10 saw an average career success score of 59.91, which is 83.0% higher than the position average.",qb|rating_9_or_10|skill_elusiveness|skill_influence
QB,skill_influence,"[QB] Insight: QB recruits who had skill_Footwork ratings of 9 or 10 saw an average contributor rate (>=20) of 91.4%, which is 49.1% higher than the position average.",contributor|ge_20|qb|rating_9_or_10|skill_footwork|skill_influence|threshold
QB,skill_influence,"[QB] Insight: QB recruits who had skill_Elusiveness ratings of 9 or 10 saw an average contributor rate (>=20) of 90.4%, which is 47.4% higher than the position average.",contributor|ge_20|qb|rating_9_or_10|skill_elusiveness|skill_influence|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 5-star prospects saw an average elite rate (>=80) of 8.3%, which is 320.8% higher than the position average.",5-star|elite|ge_80|qb|star_threshold|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 4-star prospects saw an average elite rate (>=80) of 5.5%, which is 177.3% higher than the position average.",4-star|elite|ge_80|qb|star_threshold|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 5-star prospects saw an average multi-year starter rate (>=50) of 83.3%, which is 141.0% higher than the position average.",5-star|ge_50|multi-year_starter|qb|star_threshold|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 5-star prospects saw an average career success score of 63.22, which is 93.1% higher than the position average.",5-star|qb|star_threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 4-star prospects saw an average multi-year starter rate (>=50) of 61.6%, which is 78.0% higher than the position average.",4-star|ge_50|multi-year_starter|qb|star_threshold|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 4-star prospects saw an average career success score of 50.42, which is 54.0% higher than the position average.",4-star|qb|star_threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 5-star prospects saw an average contributor rate (>=20) of 91.7%, which is 49.5% higher than the position average.",5-star|contributor|ge_20|qb|star_threshold|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 4-star prospects saw an average contributor rate (>=20) of 85.5%, which is 39.4% higher than the position average.",4-star|contributor|ge_20|qb|star_threshold|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 3-star prospects saw an average multi-year starter rate (>=50) of 28.6%, which is 17.3% lower than the position average.",3-star|ge_50|multi-year_starter|qb|star_threshold|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 2-star prospects saw an average contributor rate (>=20) of 43.5%, which is 29.1% lower than the position average.",2-star|contributor|ge_20|qb|star_threshold|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 2-star prospects saw an average career success score of 20.93, which is 36.1% lower than the position average.",2-star|qb|star_threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 3-star prospects saw an average elite rate (>=80) of 1.0%, which is 47.1% lower than the position average.",3-star|elite|ge_80|qb|star_threshold|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 2-star prospects saw an average multi-year starter rate (>=50) of 17.3%, which is 50.1% lower than the position average.",2-star|ge_50|multi-year_starter|qb|star_threshold|threshold
QB,star_threshold,"[QB] Insight: QB recruits who were 2-star prospects saw an average elite rate (>=80) of 0.6%, which is 69.9% lower than the position average.",2-star|elite|ge_80|qb|star_threshold|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from OH saw an average elite rate (>=80) of 3.6%, which is 80.4% higher than the position average.",elite|ge_80|oh|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from FL saw an average elite rate (>=80) of 2.9%, which is 45.3% higher than the position average.",elite|fl|ge_80|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from IL saw an average elite rate (>=80) of 2.9%, which is 44.3% higher than the position average.",elite|ge_80|il|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from CA saw an average elite rate (>=80) of 2.8%, which is 40.3% higher than the position average.",ca|elite|ge_80|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from AZ saw an average elite rate (>=80) of 2.6%, which is 29.5% higher than the position average.",az|elite|ge_80|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from AZ saw an average multi-year starter rate (>=50) of 43.6%, which is 26.0% higher than the position average.",az|ge_50|multi-year_starter|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from AZ saw an average career success score of 38.91, which is 18.8% higher than the position average.",az|qb|state|state_analysis
QB,state_analysis,"[QB] Insight: QB recruits who were from GA saw an average elite rate (>=80) of 1.7%, which is 15.8% lower than the position average.",elite|ga|ge_80|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from MI saw an average career success score of 27.12, which is 17.2% lower than the position average.",mi|qb|state|state_analysis
QB,state_analysis,"[QB] Insight: QB recruits who were from IL saw an average multi-year starter rate (>=50) of 28.6%, which is 17.4% lower than the position average.",ge_50|il|multi-year_starter|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from LA saw an average career success score of 26.77, which is 18.2% lower than the position average.",la|qb|state|state_analysis
QB,state_analysis,"[QB] Insight: QB recruits who were from TN saw an average contributor rate (>=20) of 48.5%, which is 20.9% lower than the position average.",contributor|ge_20|qb|state|state_analysis|threshold|tn
QB,state_analysis,"[QB] Insight: QB recruits who were from LA saw an average multi-year starter rate (>=50) of 26.8%, which is 22.4% lower than the position average.",ge_50|la|multi-year_starter|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from TN saw an average career success score of 23.10, which is 29.4% lower than the position average.",qb|state|state_analysis|tn
QB,state_analysis,"[QB] Insight: QB recruits who were from MI saw an average multi-year starter rate (>=50) of 24.3%, which is 29.7% lower than the position average.",ge_50|mi|multi-year_starter|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from TN saw an average multi-year starter rate (>=50) of 18.2%, which is 47.4% lower than the position average.",ge_50|multi-year_starter|qb|state|state_analysis|threshold|tn
QB,state_analysis,"[QB] Insight: QB recruits who were from NC saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|nc|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from LA saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|la|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from MI saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|mi|qb|state|state_analysis|threshold
QB,state_analysis,"[QB] Insight: QB recruits who were from TN saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|qb|state|state_analysis|threshold|tn
RB,biometric_threshold,"[RB] Insight: RB recruits who were above weight_lbs 205 saw an average elite rate (>=80) of 3.6%, which is 50.6% higher than the position average.",205|above|biometric_threshold|elite|ge_80|rb|threshold|weight_lbs
RB,skill_influence,"[RB] Insight: RB recruits who had skill_Explosiveness ratings of 9 or 10 saw an average elite rate (>=80) of 15.6%, which is 558.2% higher than the position average.",elite|ge_80|rating_9_or_10|rb|skill_explosiveness|skill_influence|threshold
RB,skill_influence,"[RB] Insight: RB recruits who had skill_Explosiveness ratings of 9 or 10 saw an average multi-year starter rate (>=50) of 91.1%, which is 76.5% higher than the position average.",ge_50|multi-year_starter|rating_9_or_10|rb|skill_explosiveness|skill_influence|threshold
RB,skill_influence,"[RB] Insight: RB recruits who had skill_Explosiveness ratings of 9 or 10 saw an average career success score of 64.67, which is 49.2% higher than the position average.",rating_9_or_10|rb|skill_explosiveness|skill_influence
RB,skill_influence,"[RB] Insight: RB recruits who had skill_Explosiveness ratings of 9 or 10 saw an average contributor rate (>=20) of 95.6%, which is 22.0% higher than the position average.",contributor|ge_20|rating_9_or_10|rb|skill_explosiveness|skill_influence|threshold
RB,star_threshold,"[RB] Insight: RB recruits who were 4-star prospects saw an average elite rate (>=80) of 5.7%, which is 143.0% higher than the position average.",4-star|elite|ge_80|rb|star_threshold|threshold
RB,star_threshold,"[RB] Insight: RB recruits who were 4-star prospects saw an average multi-year starter rate (>=50) of 78.0%, which is 51.2% higher than the position average.",4-star|ge_50|multi-year_starter|rb|star_threshold|threshold
RB,star_threshold,"[RB] Insight: RB recruits who were 4-star prospects saw an average career success score of 55.71, which is 28.6% higher than the position average.",4-star|rb|star_threshold
RB,star_threshold,"[RB] Insight: RB recruits who were 4-star prospects saw an average contributor rate (>=20) of 90.2%, which is 15.2% higher than the position average.",4-star|contributor|ge_20|rb|star_threshold|threshold
RB,star_threshold,"[RB] Insight: RB recruits who were 2-star prospects saw an average contributor rate (>=20) of 62.5%, which is 20.2% lower than the position average.",2-star|contributor|ge_20|rb|star_threshold|threshold
RB,star_threshold,"[RB] Insight: RB recruits who were 2-star prospects saw an average career success score of 32.44, which is 25.1% lower than the position average.",2-star|rb|star_threshold
RB,star_threshold,"[RB] Insight: RB recruits who were 2-star prospects saw an average multi-year starter rate (>=50) of 33.6%, which is 34.9% lower than the position average.",2-star|ge_50|multi-year_starter|rb|star_threshold|threshold
RB,star_threshold,"[RB] Insight: RB recruits who were 3-star prospects saw an average elite rate (>=80) of 1.4%, which is 39.8% lower than the position average.",3-star|elite|ge_80|rb|star_threshold|threshold
RB,star_threshold,"[RB] Insight: RB recruits who were 2-star prospects saw an average elite rate (>=80) of 0.4%, which is 81.8% lower than the position average.",2-star|elite|ge_80|rb|star_threshold|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from PA saw an average elite rate (>=80) of 8.1%, which is 243.1% higher than the position average.",elite|ge_80|pa|rb|state|state_analysis|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from TN saw an average elite rate (>=80) of 3.8%, which is 62.8% higher than the position average.",elite|ge_80|rb|state|state_analysis|threshold|tn
RB,state_analysis,"[RB] Insight: RB recruits who were from NC saw an average elite rate (>=80) of 3.7%, which is 56.7% higher than the position average.",elite|ge_80|nc|rb|state|state_analysis|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from MS saw an average multi-year starter rate (>=50) of 69.4%, which is 34.5% higher than the position average.",ge_50|ms|multi-year_starter|rb|state|state_analysis|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from TX saw an average elite rate (>=80) of 3.1%, which is 29.2% higher than the position average.",elite|ge_80|rb|state|state_analysis|threshold|tx
RB,state_analysis,"[RB] Insight: RB recruits who were from NC saw an average multi-year starter rate (>=50) of 64.8%, which is 25.6% higher than the position average.",ge_50|multi-year_starter|nc|rb|state|state_analysis|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from VA saw an average contributor rate (>=20) of 92.3%, which is 17.9% higher than the position average.",contributor|ge_20|rb|state|state_analysis|threshold|va
RB,state_analysis,"[RB] Insight: RB recruits who were from LA saw an average elite rate (>=80) of 2.8%, which is 17.5% higher than the position average.",elite|ge_80|la|rb|state|state_analysis|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from MS saw an average elite rate (>=80) of 2.8%, which is 17.5% higher than the position average.",elite|ge_80|ms|rb|state|state_analysis|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from MS saw an average career success score of 50.61, which is 16.8% higher than the position average.",ms|rb|state|state_analysis
RB,state_analysis,"[RB] Insight: RB recruits who were from LA saw an average multi-year starter rate (>=50) of 43.1%, which is 16.6% lower than the position average.",ge_50|la|multi-year_starter|rb|state|state_analysis|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from OH saw an average elite rate (>=80) of 1.5%, which is 37.8% lower than the position average.",elite|ge_80|oh|rb|state|state_analysis|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from AL saw an average elite rate (>=80) of 1.4%, which is 39.5% lower than the position average.",al|elite|ge_80|rb|state|state_analysis|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from GA saw an average elite rate (>=80) of 0.7%, which is 69.3% lower than the position average.",elite|ga|ge_80|rb|state|state_analysis|threshold
RB,state_analysis,"[RB] Insight: RB recruits who were from FL saw an average elite rate (>=80) of 0.4%, which is 82.4% lower than the position average.",elite|fl|ge_80|rb|state|state_analysis|threshold
SPEC,biometric_threshold,"[SPEC] Insight: SPEC recruits who were at or below weight_lbs 190 saw an average elite rate (>=80) of 5.2%, which is 47.7% higher than the position average.",190|at_or_below|biometric_threshold|elite|ge_80|spec|threshold|weight_lbs
SPEC,biometric_threshold,"[SPEC] Insight: SPEC recruits who were at or below height_inches 72 saw an average elite rate (>=80) of 4.2%, which is 19.2% higher than the position average.",72|at_or_below|biometric_threshold|elite|ge_80|height_inches|spec|threshold
SPEC,biometric_threshold,"[SPEC] Insight: SPEC recruits who were above weight_lbs 190 saw an average elite rate (>=80) of 1.3%, which is 63.1% lower than the position average.",190|above|biometric_threshold|elite|ge_80|spec|threshold|weight_lbs
SPEC,star_threshold,"[SPEC] Insight: SPEC recruits who were 3-star prospects saw an average elite rate (>=80) of 6.2%, which is 77.0% higher than the position average.",3-star|elite|ge_80|spec|star_threshold|threshold
SPEC,star_threshold,"[SPEC] Insight: SPEC recruits who were 2-star prospects saw an average multi-year starter rate (>=50) of 47.3%, which is 17.0% lower than the position average.",2-star|ge_50|multi-year_starter|spec|star_threshold|threshold
SPEC,star_threshold,"[SPEC] Insight: SPEC recruits who were 2-star prospects saw an average elite rate (>=80) of 0.4%, which is 89.2% lower than the position average.",2-star|elite|ge_80|spec|star_threshold|threshold
SPEC,state_analysis,"[SPEC] Insight: SPEC recruits who were from FL saw an average elite rate (>=80) of 7.9%, which is 125.0% higher than the position average.",elite|fl|ge_80|spec|state|state_analysis|threshold
SPEC,state_analysis,"[SPEC] Insight: SPEC recruits who were from AUST saw an average multi-year starter rate (>=50) of 75.5%, which is 32.4% higher than the position average.",aust|ge_50|multi-year_starter|spec|state|state_analysis|threshold
SPEC,state_analysis,"[SPEC] Insight: SPEC recruits who were from CA saw an average elite rate (>=80) of 4.3%, which is 21.3% higher than the position average.",ca|elite|ge_80|spec|state|state_analysis|threshold
SPEC,state_analysis,"[SPEC] Insight: SPEC recruits who were from AUST saw an average contributor rate (>=20) of 92.5%, which is 19.5% higher than the position average.",aust|contributor|ge_20|spec|state|state_analysis|threshold
SPEC,state_analysis,"[SPEC] Insight: SPEC recruits who were from GA saw an average elite rate (>=80) of 2.7%, which is 23.0% lower than the position average.",elite|ga|ge_80|spec|state|state_analysis|threshold
SPEC,state_analysis,"[SPEC] Insight: SPEC recruits who were from AUST saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",aust|elite|ge_80|spec|state|state_analysis|threshold
TE,biometric_threshold,"[TE] Insight: TE recruits who were above height_inches 76 saw an average elite rate (>=80) of 2.5%, which is 27.3% higher than the position average.",76|above|biometric_threshold|elite|ge_80|height_inches|te|threshold
TE,biometric_threshold,"[TE] Insight: TE recruits who were above weight_lbs 240 saw an average elite rate (>=80) of 1.4%, which is 26.0% lower than the position average.",240|above|biometric_threshold|elite|ge_80|te|threshold|weight_lbs
TE,biometric_threshold,"[TE] Insight: TE recruits who were at or below height_inches 76 saw an average elite rate (>=80) of 1.4%, which is 28.7% lower than the position average.",76|at_or_below|biometric_threshold|elite|ge_80|height_inches|te|threshold
TE,skill_influence,"[TE] Insight: TE recruits who had skill_Size ratings of 9 or 10 saw an average elite rate (>=80) of 2.9%, which is 52.3% higher than the position average.",elite|ge_80|rating_9_or_10|skill_influence|skill_size|te|threshold
TE,skill_influence,"[TE] Insight: TE recruits who had skill_Size ratings of 9 or 10 saw an average multi-year starter rate (>=50) of 70.6%, which is 51.5% higher than the position average.",ge_50|multi-year_starter|rating_9_or_10|skill_influence|skill_size|te|threshold
TE,skill_influence,"[TE] Insight: TE recruits who had skill_Size ratings of 9 or 10 saw an average career success score of 56.59, which is 48.5% higher than the position average.",rating_9_or_10|skill_influence|skill_size|te
TE,skill_influence,"[TE] Insight: TE recruits who had skill_Size ratings of 9 or 10 saw an average contributor rate (>=20) of 91.2%, which is 31.8% higher than the position average.",contributor|ge_20|rating_9_or_10|skill_influence|skill_size|te|threshold
TE,star_threshold,"[TE] Insight: TE recruits who were 4-star prospects saw an average elite rate (>=80) of 5.4%, which is 178.4% higher than the position average.",4-star|elite|ge_80|star_threshold|te|threshold
TE,star_threshold,"[TE] Insight: TE recruits who were 4-star prospects saw an average multi-year starter rate (>=50) of 69.4%, which is 48.8% higher than the position average.",4-star|ge_50|multi-year_starter|star_threshold|te|threshold
TE,star_threshold,"[TE] Insight: TE recruits who were 4-star prospects saw an average career success score of 51.88, which is 36.2% higher than the position average.",4-star|star_threshold|te
TE,star_threshold,"[TE] Insight: TE recruits who were 4-star prospects saw an average contributor rate (>=20) of 85.5%, which is 23.6% higher than the position average.",4-star|contributor|ge_20|star_threshold|te|threshold
TE,star_threshold,"[TE] Insight: TE recruits who were 2-star prospects saw an average multi-year starter rate (>=50) of 39.4%, which is 15.4% lower than the position average.",2-star|ge_50|multi-year_starter|star_threshold|te|threshold
