rushing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,rushing_yards,rushing_yards_per_game,comp,rushing_attempts,pct,rushing_touchdowns,int,rate,games_played,year,category
107,Chubba,Purdy,Chubba Purdy,/az/gilbert/perry-pumas/athletes/chubba-purdy/football/stats/?careerid=0s5t38j2to1bb,0s5t38j2to1bb,QB,Perry,AZ,3369,3369,306.3,194,342,0.567,33,7,114,11,2019,rushing
108,Aaron,Molina,Aaron Molina,/tx/el-paso/hanks-knights/athletes/aaron-molina/football/stats/?careerid=7iag6lcurn6cc,7iag6lcurn6cc,QB,Hanks,TX,3368,3368,306.2,193,325,0.594,35,7,122,11,2019,rushing
109,Cole,Dugger,Cole Dugger,/ok/owasso/owasso-rams/athletes/cole-dugger/football/stats/?careerid=lep8pvuboark4,lep8pvuboark4,QB,Owasso,OK,3350,3350,257.7,182,286,0.636,42,2,141,13,2019,rushing
110,Bryce,Drummond,Bryce Drummond,/ok/pawhuska/pawhuska-huskies/athletes/bryce-drummond/football/stats/?careerid=fkjf4a4icnj11,fkjf4a4icnj11,"QB, MLB",Pawhuska,OK,3347,3347,239.1,197,309,0.638,35,11,123,14,2019,rushing
111,Kolt,Schuckers,Kolt Schuckers,/tx/lindsay/lindsay-knights/athletes/kolt-schuckers/football/stats/?careerid=s3uvv5c8f2f00,s3uvv5c8f2f00,QB,Lindsay,TX,3344,3344,278.7,222,344,0.645,34,10,117,12,2019,rushing
112,Daron,Bryden,Daron Bryden,/ct/bloomfield/bloomfield-warhawks/athletes/daron-bryden/football/stats/?careerid=jpmpq143t73qa,jpmpq143t73qa,QB,Bloomfield,CT,3344,3344,257.2,185,282,0.656,42,5,138,13,2019,rushing
113,Thad,Williams,Thad Williams,/ok/choctaw/choctaw-yellowjackets/athletes/thad-williams/football/stats/?careerid=jluaadk4m6evf,jluaadk4m6evf,QB,Choctaw,OK,3343,3343,278.6,199,325,0.612,36,15,114,12,2019,rushing
114,Gunner,Smith,Gunner Smith,/ok/shawnee/bethel-wildcats/athletes/gunner-smith/football/stats/?careerid=h3g1jf5cc6lg0,h3g1jf5cc6lg0,"QB, SS",Bethel,OK,3331,3331,333.1,214,348,0.615,37,9,118,10,2019,rushing
115,Timothy,Dennis jr.,Timothy Dennis jr.,/or/beaverton/aloha-warriors/athletes/timothy-dennis-jr/football/stats/?careerid=0fbb5ea39fkvf,0fbb5ea39fkvf,"QB, FS",Aloha,OR,3328,3328,302.5,221,385,0.574,41,10,111,11,2019,rushing
116,Kingston,Hala,Kingston Hala,/ca/paramount/paramount-pirates/athletes/kingston-hala/football/stats/?careerid=3o8qidj0ueji2,3o8qidj0ueji2,"QB, LB",Paramount,CA,3327,3327,255.9,200,288,0.694,42,7,138,13,2019,rushing
117,Andrew,Harvey,Andrew Harvey,/nc/raleigh/cardinal-gibbons-crusaders/athletes/andrew-harvey/football/stats/?careerid=v5hd12gnr4lvf,v5hd12gnr4lvf,QB,Cardinal Gibbons,NC,3326,3326,221.7,209,325,0.643,32,7,122,15,2019,rushing
118,Elijah,Roberson,Elijah Roberson,/ar/atkins/atkins-red-devils/athletes/elijah-roberson/football/stats/?careerid=98at6igf8evee,98at6igf8evee,QB,Atkins,AR,3322,3322,276.8,195,316,0.617,45,10,124,12,2019,rushing
119,Jacob,Laverdiere,Jacob Laverdiere,/ca/spring-valley/mount-miguel-matadors/athletes/jacob-laverdiere/football/stats/?careerid=dm897u3gncum6,dm897u3gncum6,QB,Mount Miguel,CA,3321,3321,301.9,217,354,0.613,32,16,104,11,2019,rushing
120,Jackson,Beaman,Jackson Beaman,/mo/lincoln/lincoln-cardinals/athletes/jackson-beaman/football/stats/?careerid=j3lfd0670ggvf,j3lfd0670ggvf,"QB, FS",Lincoln,MO,3315,3315,236.8,211,361,0.584,39,6,118,14,2019,rushing
121,Walker,Harris,Walker Harris,/nc/wake-forest/heritage-huskies/athletes/walker-harris/football/stats/?careerid=ibog12452jocc,ibog12452jocc,QB,Heritage,NC,3304,3304,254.2,259,448,0.578,35,5,102,13,2019,rushing
122,Jameson,Silva,Jameson Silva,/ca/fresno/central-east-bengals/athletes/jameson-silva/football/stats/?careerid=fd71tv71v8233,fd71tv71v8233,QB,Central East,CA,3301,3301,220.1,221,314,0.704,44,2,141,15,2019,rushing
123,Cade,Knighton,Cade Knighton,/or/portland/central-catholic-rams/athletes/cade-knighton/football/stats/?careerid=8uuu10uamlfj3,8uuu10uamlfj3,QB,Central Catholic,OR,3296,3296,253.5,203,278,0.73,36,4,146,13,2019,rushing
124,Conner,Johnson,Conner Johnson,/fl/orlando/lake-nona-lions/athletes/conner-johnson/football/stats/?careerid=i9i3tqaav1v00,i9i3tqaav1v00,QB,Lake Nona,FL,3289,3289,299.0,233,407,0.572,31,16,92,11,2019,rushing
125,Nate,Hampton,Nate Hampton,/nc/mocksville/davie-county-war-eagles/athletes/nate-hampton/football/stats/?careerid=brau8stk5s2n7,brau8stk5s2n7,QB,Davie County,NC,3285,3285,252.7,262,436,0.601,22,14,87,13,2019,rushing
126,Reed,Lanter,Reed Lanter,/ky/danville/boyle-county-rebels/athletes/reed-lanter/football/stats/?careerid=7dsiddu7q4m55,7dsiddu7q4m55,"QB, DB",Boyle County,KY,3285,3285,219.0,192,268,0.716,41,5,145,15,2019,rushing
127,Carl,Richardson,Carl Richardson,/ca/salinas/salinas-cowboys/athletes/carl-richardson/football/stats/?careerid=jmivlj43fdevf,jmivlj43fdevf,QB,Salinas,CA,3277,3277,327.7,205,288,0.712,34,6,139,10,2019,rushing
128,Preston,Stone,Preston Stone,/tx/dallas/parish-episcopal-panthers/athletes/preston-stone/football/stats/?careerid=7v03clncuq799,7v03clncuq799,"QB, P",Parish Episcopal,TX,3271,3271,251.6,231,338,0.683,37,4,131,13,2019,rushing
129,Layth,Holiday,Layth Holiday,/ms/belden/tupelo-christian-prep-eagles/athletes/layth-holiday/football/stats/?careerid=tnusjhcnvrmn7,tnusjhcnvrmn7,"QB, CB",Tupelo Christian Prep,MS,3261,3261,271.8,171,304,0.562,38,9,121,12,2019,rushing
130,Ben,Whitlock,Ben Whitlock,/ga/alpharetta/denmark/athletes/ben-whitlock/football/stats/?careerid=soa5kf3kd1e99,soa5kf3kd1e99,QB,Johns Creek,GA,3255,3255,271.2,220,339,0.649,35,10,118,12,2019,rushing
131,Zy,Mcdonald - qb/ath,Zy Mcdonald - qb/ath,/ms/ridgeland/ridgeland-titans/athletes/zy-mcdonald--qb-ath/football/stats/?careerid=joi68nfgqm766,joi68nfgqm766,QB,Ridgeland,MS,3252,3252,271.0,217,360,0.603,25,6,106,12,2019,rushing
132,Walker,Eget,Walker Eget,/ca/valencia/west-ranch-wildcats/athletes/walker-eget/football/stats/?careerid=s1663rd5gp0i2,s1663rd5gp0i2,QB,West Ranch,CA,3250,3250,250.0,220,380,0.579,40,11,109,13,2019,rushing
133,Tyler,Venables,Tyler Venables,/sc/central/daniel-lions/athletes/tyler-venables/football/stats/?careerid=sn21d5cun87sc,sn21d5cun87sc,"QB, SS",Daniel,SC,3243,3243,270.2,248,365,0.679,41,5,127,12,2019,rushing
134,Braylon,Braxton,Braylon Braxton,/tx/frisco/independence-knights/athletes/braylon-braxton/football/stats/?careerid=0dnf4gv0s1677,0dnf4gv0s1677,QB,Independence,TX,3236,3236,248.9,198,326,0.607,45,6,126,13,2019,rushing
135,Tate,Rodemaker,Tate Rodemaker,/ga/valdosta/valdosta-wildcats/athletes/tate-rodemaker/football/stats/?careerid=fd3crsmlnts11,fd3crsmlnts11,"QB, WR",Valdosta,GA,3225,3225,248.1,207,310,0.668,42,10,127,13,2019,rushing
136,Gage,Reese,Gage Reese,/az/yuma/yuma-catholic-shamrocks/athletes/gage-reese/football/stats/?careerid=9vj64hnkutisc,9vj64hnkutisc,QB,Yuma Catholic,AZ,3223,3223,268.6,196,323,0.607,39,12,118,12,2019,rushing
137,Rand,Jensen,Rand Jensen,/az/queen-creek/ala-queen-creek-patriots/athletes/rand-jensen/football/stats/?careerid=7j8opu51k5btd,7j8opu51k5btd,QB,ALA - Queen Creek,AZ,3216,3216,229.7,201,314,0.64,46,10,124,14,2019,rushing
138,Dominic,Gamboni,Dominic Gamboni,/ca/bakersfield/bakersfield-christian-eagles/athletes/dominic-gamboni/football/stats/?careerid=b9bfrsjrngd88,b9bfrsjrngd88,QB,Bakersfield Christian,CA,3213,3213,214.2,206,324,0.636,34,14,113,15,2019,rushing
139,Jd,Breslauer,Jd Breslauer,/nj/parsippany/parsippany-hills-vikings/athletes/jd-breslauer/football/stats/?careerid=hhr98830poam6,hhr98830poam6,"QB, DB",Parsippany Hills,NJ,3209,3209,246.8,208,327,0.636,37,9,122,13,2019,rushing
140,Shaw,Nielson,Shaw Nielson,/ut/blanding/san-juan-broncos/athletes/shaw-nielson/football/stats/?careerid=jfpklmu4a7mk4,jfpklmu4a7mk4,QB,San Juan,UT,3207,3207,291.5,251,408,0.615,29,15,94,11,2019,rushing
141,Tony,Bartalo,Tony Bartalo,/fl/lutz/steinbrenner-warriors/athletes/tony-bartalo/football/stats/?careerid=n9j56slnja6qa,n9j56slnja6qa,QB,Gaither,FL,3194,3194,228.1,216,345,0.626,45,14,116,14,2019,rushing
142,Brady,Cook,Brady Cook,/mo/st-louis/chaminade-red-devils/athletes/brady-cook/football/stats/?careerid=c98fcsqcocol5,c98fcsqcocol5,"QB, P",Chaminade,MO,3194,3194,266.2,197,336,0.586,33,7,115,12,2019,rushing
143,Eric,Wilson,Eric Wilson,/pa/mckees-rocks/sto-rox-vikings/athletes/eric-wilson/football/stats/?careerid=hp4v5ja7qbq77,hp4v5ja7qbq77,"QB, FS",Sto-Rox,PA,3193,3193,245.6,204,359,0.568,30,12,100,13,2019,rushing
144,Matthew,Castillo,Matthew Castillo,/ca/san-diego/patrick-henry-patriots/athletes/matthew-castillo/football/stats/?careerid=hflu23u5bqeaa,hflu23u5bqeaa,QB,Patrick Henry,CA,3189,3189,289.9,230,442,0.52,38,15,90,11,2019,rushing
145,Ryan,Stubblefield,Ryan Stubblefield,/tx/richmond/foster-falcons/athletes/ryan-stubblefield/football/stats/?careerid=p5gr9qr6ki944,p5gr9qr6ki944,QB,Foster,TX,3189,3189,245.3,190,313,0.607,36,8,123,13,2019,rushing
146,Ethan,Coleman,Ethan Coleman,/or/west-linn/west-linn-lions/athletes/ethan-coleman/football/stats/?careerid=hqth4mians444,hqth4mians444,QB,West Linn,OR,3187,3187,265.6,206,323,0.638,38,14,117,12,2019,rushing
147,Austin,Smith,Austin Smith,/nm/albuquerque/la-cueva-bears/athletes/austin-smith/football/stats/?careerid=lj5sbsfpm0obb,lj5sbsfpm0obb,QB,La Cueva,NM,3174,3174,264.5,213,348,0.612,31,11,108,12,2019,rushing
148,Peter,Graham,Peter Graham,/ct/darien/darien-blue-wave/athletes/peter-graham/football/stats/?careerid=ro0roqp5q9ap9,ro0roqp5q9ap9,QB,Darien,CT,3168,3168,243.7,209,373,0.56,28,12,96,13,2019,rushing
149,James,Arnold,James Arnold,/in/berne/south-adams-starfires/athletes/james-arnold/football/stats/?careerid=tthstnvm04up9,tthstnvm04up9,"QB, MLB",South Adams,IN,3168,3168,264.0,158,271,0.583,43,6,130,12,2019,rushing
150,Troy,Hoilman,Troy Hoilman,/nc/newland/avery-county-vikings/athletes/troy-hoilman/football/stats/?careerid=8190bmh013gh1,8190bmh013gh1,QB,Avery County,NC,3163,3163,263.6,280,483,0.58,38,12,94,12,2019,rushing
151,Eli,Carr,Eli Carr,/nc/asheville/ac-reynolds-rockets/athletes/eli-carr/football/stats/?careerid=ddpdt7ups89m6,ddpdt7ups89m6,"QB, MLB",A.C. Reynolds,NC,3155,3155,225.4,190,278,0.683,39,8,134,14,2019,rushing
152,Jace,Presley,Jace Presley,/ar/greenwood/greenwood-bulldogs/athletes/jace-presley/football/stats/?careerid=uuq59btqjqfff,uuq59btqjqfff,QB,Greenwood,AR,3151,3151,262.6,283,402,0.704,37,8,116,12,2019,rushing
153,Jaron,Garrett,Jaron Garrett,/ut/cedar-city/cedar-reds/athletes/jaron-garrett/football/stats/?careerid=up4i5fl3rmal5,up4i5fl3rmal5,QB,Cedar,UT,3151,3151,286.5,191,288,0.663,31,11,123,11,2019,rushing
154,Clay,Millen,Clay Millen,/wa/snoqualmie/mount-si-wildcats/athletes/clay-millen/football/stats/?careerid=768sil9oo63aa,768sil9oo63aa,QB,Mount Si,WA,3145,3145,241.9,256,360,0.711,34,1,128,13,2019,rushing
155,Sawyer,Pate,Sawyer Pate,/al/alabaster/thompson-warriors/athletes/sawyer-pate/football/stats/?careerid=d04d98o60f8qa,d04d98o60f8qa,QB,Thompson,AL,3139,3139,241.5,229,306,0.748,41,3,143,13,2019,rushing
156,Mitch,Stratford,Mitch Stratford,/ut/plain-city/fremont-silverwolves/athletes/mitch-stratford/football/stats/?careerid=h8hrtdhnjlap9,h8hrtdhnjlap9,QB,Fremont,UT,3135,3135,285.0,185,346,0.535,24,11,94,11,2019,rushing
157,Clark,Barrett,Clark Barrett,/in/lafayette/lafayette-central-catholic-knights/athletes/clark-barrett/football/stats/?careerid=p6r8j3m55l6i2,p6r8j3m55l6i2,QB,Lafayette Central Catholic,IN,3134,3134,208.9,229,403,0.568,35,10,100,15,2019,rushing
158,Cinco,Lucero,Cinco Lucero,/ut/sandy/alta-hawks/athletes/cinco-lucero/football/stats/?careerid=gkp9e8mum3bp9,gkp9e8mum3bp9,QB,Alta,UT,3132,3132,313.2,252,428,0.589,24,16,85,10,2019,rushing
159,Dylan,Wheatley,Dylan Wheatley,/ca/redlands/citrus-valley-blackhawks/athletes/dylan-wheatley/football/stats/?careerid=6enrot2v1olrb,6enrot2v1olrb,QB,Citrus Valley,CA,3132,3132,261.0,173,317,0.546,47,9,116,12,2019,rushing
160,Bryce,Gouker,Bryce Gouker,/ca/modesto/downey-knights/athletes/bryce-gouker/football/stats/?careerid=0nnflmufgbui2,0nnflmufgbui2,QB,Downey,CA,3127,3127,284.3,186,255,0.729,37,4,147,11,2019,rushing
161,Austin,Ledbetter,Austin Ledbetter,/ar/bryant/bryant-hornets/athletes/austin-ledbetter/football/stats/?careerid=17v72d95kor77,17v72d95kor77,QB,Bryant,AR,3126,3126,260.5,184,297,0.62,40,8,126,12,2019,rushing
162,Dustin,Allison,Dustin Allison,/ms/pass-christian/pass-christian-pirates/athletes/dustin-allison/football/stats/?careerid=h9so38j5slv99,h9so38j5slv99,QB,Pass Christian,MS,3123,3123,260.2,167,285,0.586,35,8,124,12,2019,rushing
163,Nick,Bohn,Nick Bohn,/ne/bennington/bennington-badgers/athletes/nick-bohn/football/stats/?careerid=0c50ioorodom6,0c50ioorodom6,"QB, FS",Bennington,NE,3121,3121,283.7,260,429,0.606,38,13,100,11,2019,rushing
164,Dane,Christensen,Dane Christensen,/az/queen-creek/casteel-colts/athletes/dane-christensen/football/stats/?careerid=949qsf8i32ucc,949qsf8i32ucc,QB,Casteel,AZ,3118,3118,239.8,246,339,0.726,30,6,123,13,2019,rushing
165,Miller,Moss,Miller Moss,/ca/santa-ana/mater-dei-monarchs/athletes/miller-moss/football/stats/?careerid=85hdtmu9g6ro8,85hdtmu9g6ro8,QB,Bishop Alemany,CA,3118,3118,259.8,215,319,0.674,28,10,115,12,2019,rushing
166,Kyle,Pinnix,Kyle Pinnix,/nc/reidsville/reidsville-rams/athletes/kyle-pinnix/football/stats/?careerid=j0ph3t8bcpvi2,j0ph3t8bcpvi2,QB,Reidsville,NC,3115,3115,207.7,156,244,0.639,45,5,138,15,2019,rushing
167,Donovan,Smith,Donovan Smith,/nv/las-vegas/bishop-gorman-gaels/athletes/donovan-smith/football/stats/?careerid=nn1vbr6hlf9g0,nn1vbr6hlf9g0,"QB, WR",Frenship,TX,3114,3114,283.1,212,328,0.646,26,8,112,11,2019,rushing
168,Justin,Lamson,Justin Lamson,/ca/el-dorado-hills/oak-ridge-trojans/athletes/justin-lamson/football/stats/?careerid=51p6s7t2c42g0,51p6s7t2c42g0,"QB, DB",Oak Ridge,CA,3114,3114,239.5,207,312,0.663,24,8,114,13,2019,rushing
169,Camden,Chesney,Camden Chesney,/tx/springtown/springtown-porcupines/athletes/camden-chesney/football/stats/?careerid=m0ttprg0di9m6,m0ttprg0di9m6,QB,Springtown,TX,3112,3112,207.5,180,338,0.533,37,12,107,15,2019,rushing
170,Bailey,Parker,Bailey Parker,/in/kendallville/east-noble-knights/athletes/bailey-parker/football/stats/?careerid=hofa215v4dpaa,hofa215v4dpaa,"FS, QB",East Noble,IN,3110,3110,207.3,235,378,0.622,39,12,109,15,2019,rushing
171,Austin,Bryant,Austin Bryant,/nc/mebane/eastern-alamance-eagles/athletes/austin-bryant/football/stats/?careerid=hd6gfo0nlprp9,hd6gfo0nlprp9,QB,Eastern Alamance,NC,3107,3107,207.1,154,272,0.566,47,6,127,15,2019,rushing
172,Adrian,Parsons,Adrian Parsons,/tx/el-paso/bel-air-highlanders/athletes/adrian-parsons/football/stats/?careerid=ev0fkveh05bsc,ev0fkveh05bsc,"QB, FS",Bel Air,TX,3105,3105,310.5,232,366,0.634,37,10,113,10,2019,rushing
173,Matt,Meredith,Matt Meredith,/ca/orinda/miramonte-matadors/athletes/matt-meredith/football/stats/?careerid=4nraffp9ifubb,4nraffp9ifubb,"QB, WR",Miramonte,CA,3105,3105,282.3,218,317,0.688,34,5,129,11,2019,rushing
174,Deacon,Hill,Deacon Hill,/ca/santa-barbara/santa-barbara-dons/athletes/deacon-hill/football/stats/?careerid=no0su7mmo0e99,no0su7mmo0e99,QB,Santa Barbara,CA,3102,3102,221.6,200,341,0.587,33,7,113,14,2019,rushing
175,Jacob,Reithmeier,Jacob Reithmeier,/ca/folsom/folsom-bulldogs/athletes/jacob-reithmeier/football/stats/?careerid=avt8g2lhtcvqa,avt8g2lhtcvqa,QB,Folsom,CA,3099,3099,258.2,182,299,0.609,39,7,126,12,2019,rushing
176,Zach,Tanner,Zach Tanner,/fl/lake-alfred/discovery-spartans/athletes/zach-tanner/football/stats/?careerid=ppo6v97dln9ue,ppo6v97dln9ue,"QB, LB",Discovery,FL,3099,3099,281.7,168,277,0.606,31,15,114,11,2019,rushing
177,Undre,Lindsay,Undre Lindsay,/sc/gaffney/gaffney-indians/athletes/undre-lindsay/football/stats/?careerid=uido940g6ujrb,uido940g6ujrb,QB,Gaffney,SC,3096,3096,221.1,239,411,0.582,25,5,97,14,2019,rushing
178,Luke,Altmyer,Luke Altmyer,/ms/starkville/starkville-yellowjackets/athletes/luke-altmyer/football/stats/?careerid=v22krqar7n177,v22krqar7n177,QB,Starkville,MS,3093,3093,206.2,251,374,0.671,37,5,120,15,2019,rushing
179,Skylar,Adams,Skylar Adams,/ga/lawrenceville/central-gwinnett-black-knights/athletes/skylar-adams/football/stats/?careerid=ioorogk2ous88,ioorogk2ous88,"WR, QB",Central Gwinnett,GA,3092,3092,309.2,194,341,0.569,28,10,102,10,2019,rushing
180,Maddox,Kopp,Maddox Kopp,/tx/houston/st-thomas-catholic-eagles/athletes/maddox-kopp/football/stats/?careerid=e7jnrkf5p1466,e7jnrkf5p1466,QB,St. Thomas Catholic,TX,3089,3089,237.6,226,405,0.558,28,14,89,13,2019,rushing
181,Greyson,Thompson,Greyson Thompson,/tx/little-elm/braswell-bengals/athletes/greyson-thompson/football/stats/?careerid=8mo130etjngbb,8mo130etjngbb,QB,Braswell,TX,3089,3089,280.8,195,312,0.625,35,6,125,11,2019,rushing
182,Billy,Atkins,Billy Atkins,/md/baltimore/mount-st-joseph-gaels/athletes/billy-atkins/football/stats/?careerid=51i97jns5oncc,51i97jns5oncc,QB,Mount St. Joseph,MD,3089,3089,257.4,191,310,0.616,36,9,122,12,2019,rushing
183,Brandon,Rose,Brandon Rose,/ca/murrieta/murrieta-valley-nighthawks/athletes/brandon-rose/football/stats/?careerid=b7i71csmnf655,b7i71csmnf655,QB,Murrieta Valley,CA,3087,3087,280.6,201,294,0.684,30,4,131,11,2019,rushing
184,Max,Favre,Max Favre,/ms/bay-st-louis/st-stanislaus-rock-a-chaws/athletes/max-favre/football/stats/?careerid=fl43prhj95b99,fl43prhj95b99,QB,St. Stanislaus,MS,3086,3086,280.5,232,357,0.65,39,14,112,11,2019,rushing
185,Cade,Horton,Cade Horton,/ok/norman/norman-tigers/athletes/cade-horton/football/stats/?careerid=6t770daqor4k4,6t770daqor4k4,QB,Norman,OK,3084,3084,280.4,176,271,0.649,26,7,125,11,2019,rushing
186,Shane,Illingworth,Shane Illingworth,/ca/villa-park/villa-park-spartans/athletes/shane-illingworth/football/stats/?careerid=uf5lipn9esfbb,uf5lipn9esfbb,QB,Norco,CA,3081,3081,280.1,150,230,0.652,40,2,144,11,2019,rushing
187,Marshall,Skoloff,Marshall Skoloff,/sc/taylors/eastside-eagles/athletes/marshall-skoloff/football/stats/?careerid=dhchl856adqi2,dhchl856adqi2,QB,Eastside,SC,3076,3076,279.6,185,301,0.615,33,9,120,11,2019,rushing
188,Blake,Short,Blake Short,/tx/flower-mound/flower-mound-jaguars/athletes/blake-short/football/stats/?careerid=8t6h4muemsip9,8t6h4muemsip9,QB,Flower Mound,TX,3073,3073,279.4,222,372,0.597,32,7,107,11,2019,rushing
189,Ken,Seals,Ken Seals,/tx/weatherford/weatherford-kangaroos/athletes/ken-seals/football/stats/?careerid=lesuvud1e2nvf,lesuvud1e2nvf,QB,Weatherford,TX,3060,3060,278.2,185,291,0.636,33,7,127,11,2019,rushing
190,Kyle,Kyckelhahn,Kyle Kyckelhahn,/ca/aliso-viejo/aliso-niguel-wolverines/athletes/kyle-kyckelhahn/football/stats/?careerid=mo5b6gkbiqd33,mo5b6gkbiqd33,"QB, DB",Aliso Niguel,CA,3058,3058,254.8,203,344,0.59,27,6,107,12,2019,rushing
191,Anthony,Sotelo,Anthony Sotelo,/tx/edinburg/vela-sabercats/athletes/anthony-sotelo/football/stats/?careerid=nqnv12n5dkfsc,nqnv12n5dkfsc,QB,Vela,TX,3057,3057,235.2,196,313,0.626,36,11,119,13,2019,rushing
192,Donovan,Leary,Donovan Leary,/nj/erial/timber-creek-regional-chargers/athletes/donovan-leary/football/stats/?careerid=djuc65kbhpn66,djuc65kbhpn66,QB,Timber Creek Regional,NJ,3054,3054,277.6,200,316,0.633,28,10,111,11,2019,rushing
193,Cooper,Riggs,Cooper Riggs,/tn/knoxville/grace-christian-academy-rams/athletes/cooper-riggs/football/stats/?careerid=h9lmhtoois8cc,h9lmhtoois8cc,"QB, WR",Grace Christian Academy,TN,3053,3053,254.4,234,400,0.585,27,11,94,12,2019,rushing
194,Tanner,Jellison,Tanner Jellison,/wa/lake-stevens/lake-stevens-vikings/athletes/tanner-jellison/football/stats/?careerid=1uqd8m5hil4qa,1uqd8m5hil4qa,QB,Lake Stevens,WA,3053,3053,254.4,178,239,0.745,38,8,142,12,2019,rushing
195,Ryder,Hernandez,Ryder Hernandez,/tx/cedar-park/cedar-park-timberwolves/athletes/ryder-hernandez/football/stats/?careerid=l0nt2ib1iv3h1,l0nt2ib1iv3h1,"QB, FS",Cedar Park,TX,3049,3049,234.5,251,392,0.64,34,6,110,13,2019,rushing
196,Joe,Barron,Joe Barron,/in/plymouth/plymouth-pilgrims-rockies/athletes/joe-barron/football/stats/?careerid=rulkti4ul2bqa,rulkti4ul2bqa,"QB, FS",Plymouth,IN,3047,3047,253.9,213,388,0.549,31,9,98,12,2019,rushing
197,Mason,Bugg,Mason Bugg,/az/gilbert/williams-field-black-hawks/athletes/mason-bugg/football/stats/?careerid=hlngjrjg21i11,hlngjrjg21i11,QB,Williams Field,AZ,3047,3047,217.6,151,245,0.616,33,4,138,14,2019,rushing
198,Brendan,Sullivan,Brendan Sullivan,/mi/davison/davison-cardinals/athletes/brendan-sullivan/football/stats/?careerid=jin3gcbri2f66,jin3gcbri2f66,"QB, WR",Davison,MI,3045,3045,217.5,165,247,0.668,33,12,128,14,2019,rushing
199,Duce,Anderson,Duce Anderson,/ut/orem/mountain-view-bruins/athletes/duce-anderson/football/stats/?careerid=mjrlf3e0e7b55,mjrlf3e0e7b55,"QB, WR",Mountain View,UT,3043,3043,253.6,231,373,0.619,31,10,104,12,2019,rushing
200,Lane,Voytik,Lane Voytik,/pa/sharon/sharon-tigers/athletes/lane-voytik/football/stats/?careerid=79jhf8o99h011,79jhf8o99h011,QB,Sharon,PA,3042,3042,234.0,230,369,0.623,31,6,110,13,2019,rushing
201,Mason,Drake,Mason Drake,/ok/perry/perry-maroons/athletes/mason-drake/football/stats/?careerid=3eh9hvgbkq2k4,3eh9hvgbkq2k4,QB,Perry,OK,3035,3035,275.9,203,332,0.611,35,12,111,11,2019,rushing
202,Lohgan,Muasau,Lohgan Muasau,/wa/sammamish/eastside-catholic-crusaders/athletes/lohgan-muasau/football/stats/?careerid=kcqqifc2nldo8,kcqqifc2nldo8,QB,Eastside Catholic,WA,3035,3035,233.5,183,278,0.658,33,9,129,13,2019,rushing
203,Dustin,Noller,Dustin Noller,/nc/charlotte/mallard-creek-mavericks/athletes/dustin-noller/football/stats/?careerid=obh4g38eiuc44,obh4g38eiuc44,QB,Mallard Creek,NC,3034,3034,252.8,208,349,0.596,29,8,106,12,2019,rushing
204,Keyaun,Johnson,Keyaun Johnson,/wi/racine/st-catherines-angels/athletes/keyaun-johnson/football/stats/?careerid=ok5eb9dkol1l5,ok5eb9dkol1l5,QB,Woodland,SC,3032,3032,252.7,201,334,0.602,35,6,118,12,2019,rushing
205,Cy,Belcher,Cy Belcher,/tx/windthorst/windthorst-trojans/athletes/cy-belcher/football/stats/?careerid=6b4ffelqgg911,6b4ffelqgg911,"QB, DB",Windthorst,TX,3031,3031,233.2,245,382,0.641,35,11,107,13,2019,rushing
206,Zyquez,Perryman,Zyquez Perryman,/al/pleasant-grove/pleasant-grove-spartans/athletes/zyquez-perryman/football/stats/?careerid=f7aosc95e55ue,f7aosc95e55ue,"QB, WR",Pleasant Grove,AL,3027,3027,232.8,178,262,0.679,35,9,132,13,2019,rushing
207,Kenneth,Harrington,Kenneth Harrington,/tx/the-colony/the-colony-cougars/athletes/kenneth-harrington/football/stats/?careerid=kosag4lkel7i2,kosag4lkel7i2,QB,The Colony,TX,3024,3024,302.4,216,311,0.695,36,4,134,10,2019,rushing
208,Caleb,Christensen,Caleb Christensen,/wa/royal-city/royal-knights/athletes/caleb-christensen/football/stats/?careerid=mrrnv2qmqnnrb,mrrnv2qmqnnrb,"QB, DB",Royal,WA,3019,3019,215.6,164,241,0.68,50,6,140,14,2019,rushing
209,Austin,Seymour,Austin Seymour,/ga/douglasville/south-paulding-spartans/athletes/austin-seymour/football/stats/?careerid=kt4fbvnlrfb22,kt4fbvnlrfb22,QB,South Paulding,GA,3016,3016,251.3,236,388,0.608,33,10,103,12,2019,rushing
210,Brecht,Heuchan,Brecht Heuchan,/fl/tallahassee/maclay-marauders/athletes/brecht-heuchan/football/stats/?careerid=5s3mip6hpl9g0,5s3mip6hpl9g0,QB,Maclay,FL,3016,3016,274.2,156,251,0.622,33,8,130,11,2019,rushing
211,Chandler,Pittman,Chandler Pittman,/ms/magee/magee-trojans/athletes/chandler-pittman/football/stats/?careerid=p1bt7o0oi5htd,p1bt7o0oi5htd,"QB, DB",Magee,MS,3012,3012,215.1,202,279,0.724,26,10,124,14,2019,rushing
212,Chris,Andrade,Chris Andrade,/ca/pico-rivera/el-rancho-dons/athletes/chris-andrade/football/stats/?careerid=acatjc3vc30h1,acatjc3vc30h1,QB,El Rancho,CA,3011,3011,250.9,196,310,0.632,29,14,108,12,2019,rushing
