rushing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,rushing_yards,rushing_yards_per_game,comp,rushing_attempts,pct,rushing_touchdowns,int,rate,games_played,year,category
107,Carson,Blair,Carson Blair,/in/wabash/southwood-knights/athletes/carson-blair/football/stats/?careerid=unag2ai8hbrp9,unag2ai8hbrp9,"QB, CB",Southwood,IN,3409,3409,262.2,225,373,0.603,43,7,121,13,2016,rushing
108,William,Liddle,William Liddle,/ca/saratoga/saratoga-falcons/athletes/william-liddle/football/stats/?careerid=4cggtf5em8f22,4cggtf5em8f22,QB,Saratoga,CA,3406,3406,309.6,292,423,0.69,33,8,111,11,2016,rushing
109,Nate,Cox,Nate Cox,/la/lafayette/st-thomas-more-cougars/athletes/nate-cox/football/stats/?careerid=qhmpg346re7j3,qhmpg346re7j3,QB,St. Thomas More,LA,3405,3405,261.9,202,323,0.625,48,5,131,13,2016,rushing
110,Eric,Clark jr.,Eric Clark jr.,/ms/dekalb/kemper-county-wildcats/athletes/eric-clark-jr/football/stats/?careerid=urbmhh26p3c88,urbmhh26p3c88,QB,Kemper County,MS,3400,3400,212.5,192,291,0.66,49,9,132,16,2016,rushing
111,EJ,Perry,EJ Perry,/ma/andover/andover-golden-warriors/athletes/ej-perry/football/stats/?careerid=g3h61312c04vf,g3h61312c04vf,"QB, DB",Andover,MA,3398,3398,308.9,231,401,0.576,47,12,112,11,2016,rushing
112,Alex,Williford,Alex Williford,/nc/hendersonville/hendersonville-bearcats/athletes/alex-williford/football/stats/?careerid=uergcbni1r9p9,uergcbni1r9p9,QB,Hendersonville,NC,3398,3398,242.7,212,327,0.648,36,18,113,14,2016,rushing
113,Cj,Horn,Cj Horn,/tx/tenaha/tenaha-tigers/athletes/cj-horn/football/stats/?careerid=getus71m98gn7,getus71m98gn7,"QB, SS",Tenaha,TX,3386,3386,260.5,203,277,0.733,43,4,148,13,2016,rushing
114,William,Yex,William Yex,/sc/spartanburg/spartanburg-vikings/athletes/william-yex/football/stats/?careerid=q58eheoaalqaa,q58eheoaalqaa,QB,Spartanburg,SC,3383,3383,241.6,285,452,0.631,23,11,93,14,2016,rushing
115,Lindell,Stone,Lindell Stone,/va/woodberry-forest/woodberry-forest-tigers/athletes/lindell-stone/football/stats/?careerid=vnaba61t9opue,vnaba61t9opue,QB,Woodberry Forest,VA,3380,3380,338.0,215,330,0.652,38,7,129,10,2016,rushing
116,Armando,Herrera,Armando Herrera,/ca/redlands/redlands-east-valley-wildcats/athletes/armando-herrera/football/stats/?careerid=11i0nb03b4due,11i0nb03b4due,QB,Redlands East Valley,CA,3369,3369,280.8,224,375,0.597,34,13,105,12,2016,rushing
117,Austin,Kuyrkendall,Austin Kuyrkendall,/fl/stuart/martin-county-tigers/athletes/austin-kuyrkendall/football/stats/?careerid=ddjumt6bn74td,ddjumt6bn74td,QB,Martin County,FL,3367,3367,306.1,205,361,0.568,29,9,105,11,2016,rushing
118,La'andre,Thomas,La'andre Thomas,/ms/jackson/wingfield-falcons/athletes/laandre-thomas/football/stats/?careerid=j1t6806epn911,j1t6806epn911,"QB, WR",Wingfield,MS,3363,3363,305.7,197,345,0.571,30,18,98,11,2016,rushing
119,Tooni,Ikahihifo,Tooni Ikahihifo,/ca/lancaster/paraclete-spirits/athletes/tooni-ikahihifo/football/stats/?careerid=t84q4nofj9q11,t84q4nofj9q11,QB,Paraclete,CA,3360,3360,224.0,198,331,0.598,27,10,109,15,2016,rushing
120,Bronson,Barron,Bronson Barron,/ut/american-fork/american-fork-cavemen/athletes/bronson-barron/football/stats/?careerid=d20ab7dkbhssc,d20ab7dkbhssc,QB,American Fork,UT,3357,3357,239.8,253,461,0.549,29,10,90,14,2016,rushing
121,Brian,Peters,Brian Peters,/ct/darien/darien-blue-wave/athletes/brian-peters/football/stats/?careerid=cthlor1ueupo8,cthlor1ueupo8,QB,Darien,CT,3337,3337,256.7,203,329,0.617,34,10,118,13,2016,rushing
122,Dylan,Lemle,Dylan Lemle,/ca/los-angeles/hawkins-hawks/athletes/dylan-lemle/football/stats/?careerid=0ih9nhd60kf11,0ih9nhd60kf11,QB,Hawkins,CA,3335,3335,256.5,153,234,0.654,32,5,139,13,2016,rushing
123,Brock,Purdy,Brock Purdy,/az/gilbert/perry-pumas/athletes/brock-purdy/football/stats/?careerid=i92b8qstvqk66,i92b8qstvqk66,QB,Perry,AZ,3333,3333,333.3,197,306,0.644,42,11,126,10,2016,rushing
124,Grant,Ferrauilo,Grant Ferrauilo,/nj/wayne/wayne-valley-indians/athletes/grant-ferrauilo/football/stats/?careerid=36urb9qev5888,36urb9qev5888,"QB, DB",Wayne Valley,NJ,3330,3330,277.5,242,378,0.64,40,4,123,12,2016,rushing
125,Nick,Tronti,Nick Tronti,/fl/ponte-vedra/ponte-vedra-sharks/athletes/nick-tronti/football/stats/?careerid=te8bhr3de0bg0,te8bhr3de0bg0,QB,Ponte Vedra,FL,3328,3328,237.7,217,325,0.668,34,4,130,14,2016,rushing
126,Peter,Ingle,Peter Ingle,/nc/kernersville/bishop-mcguinness-villains/athletes/peter-ingle/football/stats/?careerid=45tccrhcgi8i2,45tccrhcgi8i2,"QB, SS",Bishop McGuinness,NC,3325,3325,302.3,205,365,0.562,36,8,111,11,2016,rushing
127,Caylin,Newton,Caylin Newton,/ga/atlanta/midtown-knights/athletes/caylin-newton/football/stats/?careerid=9of2tqvhvcap9,9of2tqvhvcap9,QB,Midtown,GA,3322,3322,276.8,203,309,0.657,33,8,126,12,2016,rushing
128,Jon,Jund,Jon Jund,/nv/spring-creek/spring-creek-spartans/athletes/jon-jund/football/stats/?careerid=f1hk0b18ecc99,f1hk0b18ecc99,"QB, DB",Spring Creek,NV,3315,3315,276.2,201,297,0.677,36,7,135,12,2016,rushing
129,Caleb,Pruitt,Caleb Pruitt,/ga/conyers/heritage-patriots/athletes/caleb-pruitt/football/stats/?careerid=ecsuug6afiqbb,ecsuug6afiqbb,QB,Heritage,GA,3315,3315,301.4,198,339,0.584,29,12,105,11,2016,rushing
130,Corey,Fields,Corey Fields,/sc/hollywood/baptist-hill-bobcats/athletes/corey-fields/football/stats/?careerid=kmq20qj55ep88,kmq20qj55ep88,QB,Baptist Hill,SC,3315,3315,301.4,190,275,0.691,37,8,137,11,2016,rushing
131,Jack,Rice,Jack Rice,/ca/eureka/st-bernards-crusaders/athletes/jack-rice/football/stats/?careerid=63gljr4ua26l5,63gljr4ua26l5,"QB, FS",St. Bernard's,CA,3312,3312,254.8,180,282,0.638,40,6,135,13,2016,rushing
132,Joe,Butts,Joe Butts,/nc/lexington/north-davidson-black-knights/athletes/joe-butts/football/stats/?careerid=fflt97trqqvqa,fflt97trqqvqa,QB,North Davidson,NC,3310,3310,275.8,204,320,0.638,36,10,123,12,2016,rushing
133,John,Bachus,John Bachus,/tn/pulaski/giles-county-bobcats/athletes/john-bachus/football/stats/?careerid=6bhpn4tqcr566,6bhpn4tqcr566,QB,Giles County,TN,3307,3307,275.6,218,339,0.643,29,7,116,12,2016,rushing
134,Kevin,Brown,Kevin Brown,/ca/mission-viejo/capistrano-valley-cougars/athletes/kevin-brown/football/stats/?careerid=16o9hrchfc633,16o9hrchfc633,QB,Capistrano Valley,CA,3292,3292,235.1,269,434,0.62,27,10,96,14,2016,rushing
135,Spencer,Sanders,Spencer Sanders,/tx/denton/ryan-raiders/athletes/spencer-sanders/football/stats/?careerid=c25l5h8rm7o00,c25l5h8rm7o00,"QB, FS",Ryan,TX,3288,3288,219.2,224,355,0.631,35,5,120,15,2016,rushing
136,Cade,Schrader,Cade Schrader,/tx/fort-worth/timber-creek-falcons/athletes/cade-schrader/football/stats/?careerid=mob5gbcrrnv44,mob5gbcrrnv44,QB,Timber Creek,TX,3286,3286,298.7,205,321,0.639,28,5,121,11,2016,rushing
137,Blaine,Barton,Blaine Barton,/tx/seymour/seymour-panthers/athletes/blaine-barton/football/stats/?careerid=e0u5chavifil5,e0u5chavifil5,"QB, P",Seymour,TX,3277,3277,273.1,213,330,0.645,25,11,109,12,2016,rushing
138,Bryson,Smith,Bryson Smith,/tx/tyler/john-tyler-lions/athletes/bryson-smith/football/stats/?careerid=du87brbekcsaa,du87brbekcsaa,"QB, WR",Tyler,TX,3277,3277,252.1,207,339,0.611,32,9,114,13,2016,rushing
139,Gavin,Hardison,Gavin Hardison,/nm/hobbs/hobbs-eagles/athletes/gavin-hardison/football/stats/?careerid=ghemf03bu4900,ghemf03bu4900,QB,Hobbs,NM,3276,3276,327.6,240,434,0.553,33,11,94,10,2016,rushing
140,Philip,(trey) john dawson,Philip (trey) john dawson,/ct/waterbury/sacred-heart-kaynor-rvt/athletes/philip-trey-john-dawson/football/stats/?careerid=lue5hu5rjpkrb,lue5hu5rjpkrb,QB,Sacred Heart/Kaynor RVT,CT,3272,3272,327.2,233,366,0.637,31,9,110,10,2016,rushing
141,Desmond,Colby,Desmond Colby,/md/silver-spring/blair-blazers/athletes/desmond-colby/football/stats/?careerid=fslhtli2ar4h1,fslhtli2ar4h1,QB,Blair,MD,3267,3267,297.0,183,328,0.558,31,11,108,11,2016,rushing
142,Avery,Denhart,Avery Denhart,/in/lafayette/lafayette-central-catholic-knights/athletes/avery-denhart/football/stats/?careerid=7btsegkl1ml44,7btsegkl1ml44,QB,Lafayette Central Catholic,IN,3266,3266,251.2,216,314,0.688,34,9,127,13,2016,rushing
143,Carter,Putz,Carter Putz,/ks/shawnee-mission/bishop-miege-stags/athletes/carter-putz/football/stats/?careerid=5cesn5bp42922,5cesn5bp42922,QB,Bishop Miege,KS,3264,3264,251.1,167,234,0.714,50,3,148,13,2016,rushing
144,Blaine,Bailey,Blaine Bailey,/ca/escondido/orange-glen-patriots/athletes/blaine-bailey/football/stats/?careerid=k0nvr8gqdnl55,k0nvr8gqdnl55,QB,Orange Glen,CA,3258,3258,296.2,203,348,0.583,38,13,111,11,2016,rushing
145,Judd,Erickson,Judd Erickson,/co/highlands-ranch/mountain-vista-golden-eagles/athletes/judd-erickson/football/stats/?careerid=5948pq7ipds88,5948pq7ipds88,QB,Mountain Vista,CO,3255,3255,325.5,225,391,0.575,33,7,105,10,2016,rushing
146,Taylor,Null,Taylor Null,/nm/artesia/artesia-bulldogs/athletes/taylor-null/football/stats/?careerid=o4igiaa777j99,o4igiaa777j99,QB,Artesia,NM,3246,3246,249.7,242,393,0.616,42,6,117,13,2016,rushing
147,Canon,Racanelli,Canon Racanelli,/wa/brush-prairie/hockinson-hawks/athletes/canon-racanelli/football/stats/?careerid=a4rq6im64ka22,a4rq6im64ka22,QB,Hockinson,WA,3245,3245,324.5,199,361,0.551,37,17,100,10,2016,rushing
148,Aj,Hubner,Aj Hubner,/ne/omaha/creighton-prep-junior-jays/athletes/aj-hubner/football/stats/?careerid=mbq50ed4bh2qa,mbq50ed4bh2qa,QB,Creighton Prep,NE,3243,3243,270.2,188,335,0.561,40,12,114,12,2016,rushing
149,Corbin,Douthitt,Corbin Douthitt,/tx/canadian/canadian-wildcats/athletes/corbin-douthitt/football/stats/?careerid=emj6v01p3mdue,emj6v01p3mdue,"QB, DB",Canadian,TX,3237,3237,215.8,235,359,0.655,30,12,108,15,2016,rushing
150,Drew,Tingstad,Drew Tingstad,/wa/lynnwood/meadowdale-mavericks/athletes/drew-tingstad/football/stats/?careerid=5imu3lkml2mtd,5imu3lkml2mtd,"QB, DE",Meadowdale,WA,3236,3236,248.9,197,312,0.631,29,9,117,13,2016,rushing
151,Jonathan,Martin,Jonathan Martin,/ca/culver-city/culver-city-centaurs/athletes/jonathan-martin/football/stats/?careerid=96dq7pgd43cl5,96dq7pgd43cl5,QB,Culver City,CA,3231,3231,293.7,211,329,0.641,41,11,122,11,2016,rushing
152,Anton,Stoneking,Anton Stoneking,/nc/raleigh/cardinal-gibbons-crusaders/athletes/anton-stoneking/football/stats/?careerid=38rb1o7r4kvj3,38rb1o7r4kvj3,QB,Cardinal Gibbons,NC,3230,3230,230.7,188,307,0.612,35,4,130,14,2016,rushing
153,Shon,Mitchell,Shon Mitchell,/va/chesapeake/oscar-smith-tigers/athletes/shon-mitchell/football/stats/?careerid=tofni8u09cg11,tofni8u09cg11,QB,Oscar Smith,VA,3228,3228,215.2,232,390,0.595,29,12,98,15,2016,rushing
154,Adam,Fulton,Adam Fulton,/tn/knoxville/farragut-admirals/athletes/adam-fulton/football/stats/?careerid=un540kng69tg0,un540kng69tg0,"QB, OLB",Farragut,TN,3223,3223,214.9,184,333,0.553,41,6,121,15,2016,rushing
155,Sam,Howell,Sam Howell,/nc/monroe/sun-valley-spartans/athletes/sam-howell/football/stats/?careerid=61pj80msn2fbb,61pj80msn2fbb,QB,Sun Valley,NC,3217,3217,292.5,199,322,0.618,38,7,125,11,2016,rushing
156,Ryan,Malkowski,Ryan Malkowski,/ma/barre/quabbin-regional-panthers/athletes/ryan-malkowski/football/stats/?careerid=6q14k5scemt22,6q14k5scemt22,"QB, OLB",Quabbin Regional,MA,3214,3214,292.2,222,341,0.651,42,11,122,11,2016,rushing
157,Zac,Oden,Zac Oden,/al/montevallo/montevallo-bulldogs/athletes/zac-oden/football/stats/?careerid=v18d8b62sn588,v18d8b62sn588,QB,Montevallo,AL,3210,3210,267.5,221,392,0.564,32,6,104,12,2016,rushing
158,Shaw,Crocker,Shaw Crocker,/sc/williamston/palmetto-mustangs/athletes/shaw-crocker/football/stats/?careerid=8eiaaqrjtk788,8eiaaqrjtk788,QB,Palmetto,SC,3209,3209,246.8,206,329,0.626,35,9,119,13,2016,rushing
159,Marcus,Wenzel,Marcus Wenzel,/il/chicago/luther-north-wildcats/athletes/marcus-wenzel/football/stats/?careerid=fs22sq5nfoon7,fs22sq5nfoon7,"QB, DB",Luther North,IL,3209,3209,178.3,153,302,0.507,30,12,105,18,2016,rushing
160,Jacob,Murphree,Jacob Murphree,/tn/dickson/dickson-county-cougars/athletes/jacob-murphree/football/stats/?careerid=hi3sf0b67kmh1,hi3sf0b67kmh1,"QB, CB",Dickson County,TN,3202,3202,320.2,199,324,0.614,28,11,109,10,2016,rushing
161,Andrew,Marty,Andrew Marty,/oh/cincinnati/wyoming-cowboys/athletes/andrew-marty/football/stats/?careerid=8jjkluji282m6,8jjkluji282m6,QB,Wyoming,OH,3202,3202,246.3,195,305,0.639,43,5,132,13,2016,rushing
162,Trey,Powell,Trey Powell,/in/sullivan/sullivan-golden-arrows/athletes/trey-powell/football/stats/?careerid=8okfg2qfft788,8okfg2qfft788,"QB, FS",Sullivan,IN,3197,3197,266.4,189,296,0.639,37,6,131,12,2016,rushing
163,Kellen,Roberts,Kellen Roberts,/ca/goleta/dos-pueblos-chargers/athletes/kellen-roberts/football/stats/?careerid=jnka9r29rle11,jnka9r29rle11,QB,Dos Pueblos,CA,3193,3193,266.1,263,399,0.659,27,9,104,12,2016,rushing
164,Terrell,Carter,Terrell Carter,/ca/san-diego/madison-warhawks/athletes/terrell-carter/football/stats/?careerid=b3e96teosvqg0,b3e96teosvqg0,QB,Madison,CA,3188,3188,212.5,205,347,0.591,34,7,114,15,2016,rushing
165,Noah,Evans,Noah Evans,/ar/north-little-rock/central-arkansas-christian-mustangs/athletes/noah-evans/football/stats/?careerid=7t48rp8n6cp11,7t48rp8n6cp11,"QB, P",Central Arkansas Christian,AR,3186,3186,265.5,213,342,0.623,33,18,103,12,2016,rushing
166,Trey,Bilinski,Trey Bilinski,/in/nappanee/northwood-panthers/athletes/trey-bilinski/football/stats/?careerid=aniq56cs27haa,aniq56cs27haa,QB,NorthWood,IN,3183,3183,227.4,194,329,0.59,39,5,125,14,2016,rushing
167,Ze'Shaun,Lewis,Ze'Shaun Lewis,/wa/sammamish/eastside-catholic-crusaders/athletes/zeshaun-lewis/football/stats/?careerid=gkclfdi5ak6ff,gkclfdi5ak6ff,QB,Eastside Catholic,WA,3182,3182,265.2,207,308,0.672,31,10,121,12,2016,rushing
168,Callahan,O'reilly,Callahan O'reilly,/mt/bozeman/bozeman-hawks/athletes/callahan-oreilly/football/stats/?careerid=apf25oqiur6bb,apf25oqiur6bb,"QB, OLB",Bozeman,MT,3178,3178,317.8,208,327,0.636,26,5,116,10,2016,rushing
169,Austin,Nuessle,Austin Nuessle,/az/scottsdale/desert-mountain-wolves/athletes/austin-nuessle/football/stats/?careerid=ije0s7c2pnk55,ije0s7c2pnk55,QB,Desert Mountain,AZ,3177,3177,317.7,244,375,0.651,34,12,108,10,2016,rushing
170,Prince,Mavula,Prince Mavula,/tx/justin/northwest-texans/athletes/prince-mavula/football/stats/?careerid=9sqmujal323bb,9sqmujal323bb,QB,Northwest,TX,3173,3173,264.4,216,345,0.626,31,9,112,12,2016,rushing
171,Stephon,Brown jr,Stephon Brown jr,/nc/kernersville/glenn-bobcats/athletes/stephon-brown-jr/football/stats/?careerid=9hitdfei9vn66,9hitdfei9vn66,QB,Glenn,NC,3173,3173,264.4,194,347,0.559,43,12,112,12,2016,rushing
172,Torren,Devericks,Torren Devericks,/sd/sioux-falls/roosevelt-rough-riders/athletes/torren-devericks/football/stats/?careerid=b9n5vuirg9gdd,b9n5vuirg9gdd,"QB, SS",Roosevelt,SD,3169,3169,288.1,219,335,0.654,32,6,120,11,2016,rushing
173,Chandler,Davis,Chandler Davis,/ca/walnut-creek/berean-christian-eagles/athletes/chandler-davis/football/stats/?careerid=m4da5d31fjp66,m4da5d31fjp66,QB,Berean Christian,CA,3168,3168,264.0,210,347,0.605,38,9,116,12,2016,rushing
174,Isaac,Hamilton,Isaac Hamilton,/ut/pleasant-grove/pleasant-grove-vikings/athletes/isaac-hamilton/football/stats/?careerid=rkdd4g2rd68qa,rkdd4g2rd68qa,QB,Summit Academy,UT,3166,3166,287.8,219,353,0.62,36,13,110,11,2016,rushing
175,Tyquan,Ulmer,Tyquan Ulmer,/ms/laurel/laurel-golden-tornadoes/athletes/tyquan-ulmer/football/stats/?careerid=f129k0t4hjuee,f129k0t4hjuee,"WR, QB",Laurel,MS,3162,3162,225.9,169,256,0.66,41,9,133,14,2016,rushing
176,Ernesto,Camacho,Ernesto Camacho,/ca/el-monte/arroyo-knights/athletes/ernesto-camacho/football/stats/?careerid=l3ebvo573n6g0,l3ebvo573n6g0,"QB, DB",Arroyo,CA,3158,3158,225.6,220,329,0.669,35,6,126,14,2016,rushing
177,Jackson,Rowland,Jackson Rowland,/ar/charleston/charleston-tigers/athletes/jackson-rowland/football/stats/?careerid=pi2atch0a12ee,pi2atch0a12ee,QB,Charleston,AR,3153,3153,225.2,207,319,0.649,40,10,124,14,2016,rushing
178,Chance,Nolan,Chance Nolan,/ca/menifee/paloma-valley-wildcats/athletes/chance-nolan/football/stats/?careerid=g5mfba5q2ipdd,g5mfba5q2ipdd,QB,Paloma Valley,CA,3151,3151,286.5,175,271,0.646,38,4,138,11,2016,rushing
179,Kaymen,"""tasi"" cureton","Kaymen ""tasi"" cureton",/ca/lawndale/leuzinger-olympians/athletes/kaymen-tasi-cureton/football/stats/?careerid=956sg6cc20bue,956sg6cc20bue,QB,Leuzinger,CA,3150,3150,242.3,192,307,0.625,32,5,125,13,2016,rushing
180,Alvin,Harper,Alvin Harper,/tx/austin/northeast-early-college-raiders/athletes/alvin-harper/football/stats/?careerid=emegath2a74aa,emegath2a74aa,"QB, FS",Northeast Early College,TX,3144,3144,285.8,232,461,0.503,29,20,75,11,2016,rushing
181,Darren,Smith,Darren Smith,/ny/sidney/sidney-sabers/athletes/darren-smith/football/stats/?careerid=gn18mggtvg422,gn18mggtvg422,"QB, S",Sidney,NY,3143,3143,261.9,199,338,0.589,32,7,113,12,2016,rushing
182,Chris,Thompson,Chris Thompson,/tx/sweetwater/sweetwater-mustangs/athletes/chris-thompson/football/stats/?careerid=vu85p73nhl1sc,vu85p73nhl1sc,QB,Sweetwater,TX,3140,3140,209.3,231,347,0.666,34,6,121,15,2016,rushing
183,Glenn,Thornton,Glenn Thornton,/tx/groveton/groveton-indians/athletes/glenn-thornton/football/stats/?careerid=g5ubfq2mmkvff,g5ubfq2mmkvff,"QB, SS",Groveton,TX,3138,3138,348.7,166,232,0.716,31,5,144,9,2016,rushing
184,Matthew,Dercher,Matthew Dercher,/ks/stilwell/blue-valley-tigers/athletes/matthew-dercher/football/stats/?careerid=j57js9ckvs655,j57js9ckvs655,"QB, P",Blue Valley,KS,3136,3136,241.2,220,361,0.609,35,8,112,13,2016,rushing
185,Aaron,Thomas,Aaron Thomas,/ca/valencia/valencia-vikings/athletes/aaron-thomas/football/stats/?careerid=hijp3dgvlg800,hijp3dgvlg800,QB,Valencia,CA,3136,3136,241.2,194,312,0.622,29,9,115,13,2016,rushing
186,Kyle,Holcomb,Kyle Holcomb,/nc/mt-holly/mountain-island-charter-raptors/athletes/kyle-holcomb/football/stats/?careerid=5addbhfi45fcc,5addbhfi45fcc,QB,Mountain Island Charter,NC,3136,3136,224.0,150,240,0.625,39,11,127,14,2016,rushing
187,Cade,Weldon,Cade Weldon,/fl/tampa/jefferson-dragons/athletes/cade-weldon/football/stats/?careerid=ne3bh3ude7o99,ne3bh3ude7o99,QB,Jefferson,FL,3135,3135,313.5,169,276,0.612,19,11,107,10,2016,rushing
188,Roman,Stein,Roman Stein,/ca/sunnyvale/fremont-firebirds/athletes/roman-stein/football/stats/?careerid=5q99p0ip96hi2,5q99p0ip96hi2,QB,Fremont,CA,3131,3131,313.1,218,363,0.601,35,10,109,10,2016,rushing
189,Ty,Evans,Ty Evans,/co/monument/palmer-ridge-bears/athletes/ty-evans/football/stats/?careerid=gemp0142j9933,gemp0142j9933,"QB, FS",Palmer Ridge,CO,3130,3130,284.5,197,328,0.601,30,5,116,11,2016,rushing
190,Colson,Yankoff,Colson Yankoff,/id/coeur-dalene/coeur-dalene-vikings/athletes/colson-yankoff/football/stats/?careerid=4e5h5amrcmlj3,4e5h5amrcmlj3,QB,Coeur d'Alene,ID,3129,3129,312.9,271,400,0.678,27,6,107,10,2016,rushing
191,Cam,Akers,Cam Akers,/ms/clinton/clinton-arrows/athletes/cam-akers/football/stats/?careerid=eihde852n6788,eihde852n6788,"ATH, WR",Clinton,MS,3128,3128,208.5,173,280,0.618,31,6,128,15,2016,rushing
192,Jalen,Fowler,Jalen Fowler,/sc/roebuck/dorman-cavaliers/athletes/jalen-fowler/football/stats/?careerid=q7apt6l4o6655,q7apt6l4o6655,QB,Dorman,SC,3122,3122,240.2,228,348,0.655,21,11,101,13,2016,rushing
193,Trent,Tompkins,Trent Tompkins,/ca/fresno/central-east-bengals/athletes/trent-tompkins/football/stats/?careerid=lft0tgna1hvk4,lft0tgna1hvk4,QB,Central East,CA,3118,3118,239.8,215,352,0.611,36,7,116,13,2016,rushing
194,Zack,Andress,Zack Andress,/tx/cameron/ch-yoe-yoemen/athletes/zack-andress/football/stats/?careerid=bh4un8vo86gj3,bh4un8vo86gj3,"QB, FS",C.H. Yoe,TX,3116,3116,222.6,215,348,0.618,45,13,115,14,2016,rushing
195,Jahkari,Grant,Jahkari Grant,/ct/windsor/windsor-warriors/athletes/jahkari-grant/football/stats/?careerid=rv8t29n9qekh1,rv8t29n9qekh1,QB,Windsor,CT,3112,3112,239.4,176,258,0.682,32,6,139,13,2016,rushing
196,Will,Jones,Will Jones,/nc/greensboro/page-pirates/athletes/will-jones/football/stats/?careerid=aa0dofoatpfm6,aa0dofoatpfm6,QB,Page,NC,3109,3109,207.3,206,368,0.56,38,7,110,15,2016,rushing
197,Quay,Stokes,Quay Stokes,/tx/hawley/hawley-bearcats/athletes/quay-stokes/football/stats/?careerid=0rfnec03aqn22,0rfnec03aqn22,QB,Hawley,TX,3106,3106,258.8,194,326,0.595,38,17,108,12,2016,rushing
198,Spencer,Jorgensen,Spencer Jorgensen,/ut/provo/provo-bulldogs/athletes/spencer-jorgensen/football/stats/?careerid=2i7liej86ghvf,2i7liej86ghvf,"FS, QB",Provo,UT,3101,3101,258.4,180,317,0.568,27,16,98,12,2016,rushing
199,Alec,Ogden,Alec Ogden,/wi/monona/monona-grove-silver-eagles/athletes/alec-ogden/football/stats/?careerid=ov4t643gg09l5,ov4t643gg09l5,QB,Monona Grove,WI,3096,3096,221.1,205,303,0.677,36,3,136,14,2016,rushing
200,Hunter,Eskola,Hunter Eskola,/ar/little-rock/robinson-senators/athletes/hunter-eskola/football/stats/?careerid=mp8ptjofpkfp9,mp8ptjofpkfp9,"QB, K",Robinson,AR,3095,3095,238.1,158,246,0.642,38,9,132,13,2016,rushing
201,Trent,Banner,Trent Banner,/ca/palo-cedro/foothill-cougars/athletes/trent-banner/football/stats/?careerid=hctv0n2r7h5k4,hctv0n2r7h5k4,QB,Foothill,CA,3093,3093,281.2,221,396,0.558,40,13,101,11,2016,rushing
202,Rusty,Moorer,Rusty Moorer,/fl/crestview/crestview-bulldogs/athletes/rusty-moorer/football/stats/?careerid=kh2ub8jvmrpsc,kh2ub8jvmrpsc,"QB, SB",Crestview,FL,3089,3089,257.4,179,317,0.565,41,10,116,12,2016,rushing
203,Tim,Tague,Tim Tague,/ca/orinda/miramonte-matadors/athletes/tim-tague/football/stats/?careerid=npm75fsgtf1dd,npm75fsgtf1dd,"QB, DB",Miramonte,CA,3085,3085,257.1,240,388,0.619,43,10,113,12,2016,rushing
204,Dentarrius,Yon,Dentarrius Yon,/fl/havana/gadsden-county-jaguars/athletes/dentarrius-yon/football/stats/?careerid=4usq03mut4ri2,4usq03mut4ri2,QB,West Gadsden,FL,3075,3075,256.2,180,296,0.608,38,8,124,12,2016,rushing
205,Ahmad,Hines,Ahmad Hines,/md/keymar/silver-oak-academy-rams/athletes/ahmad-hines/football/stats/?careerid=hvlp27517jdcc,hvlp27517jdcc,"ATH, QB",Silver Oak Academy,MD,3074,3074,219.6,246,368,0.668,28,7,110,14,2016,rushing
206,Cal,Vincent,Cal Vincent,/tx/san-angelo/san-angelo-central-bobcats/athletes/cal-vincent/football/stats/?careerid=n2bv6gdsnul77,n2bv6gdsnul77,"QB, SB",San Angelo Central,TX,3071,3071,236.2,228,315,0.724,42,2,140,13,2016,rushing
207,Jackson,Anuszkiewicz,Jackson Anuszkiewicz,/tx/midland/midland-bulldogs/athletes/jackson-anuszkiewicz/football/stats/?careerid=spj3gpqap2988,spj3gpqap2988,"QB, WR",Midland,TX,3070,3070,255.8,177,284,0.623,33,13,119,12,2016,rushing
208,Cedarious,Barfield,Cedarious Barfield,/tx/el-paso/el-dorado-aztecs/athletes/cedarious-barfield/football/stats/?careerid=s9u70vqr6tl99,s9u70vqr6tl99,QB,El Dorado,TX,3069,3069,306.9,193,311,0.621,33,3,126,10,2016,rushing
209,Wayne,Overman iii,Wayne Overman iii,/ms/ocean-springs/st-martin-yellow-jackets/athletes/wayne-overman-iii/football/stats/?careerid=ahsh2g18i3hi2,ahsh2g18i3hi2,"QB, RB",St. Martin,MS,3056,3056,254.7,197,347,0.568,34,9,108,12,2016,rushing
210,Nathan,Martinez,Nathan Martinez,/ca/yucaipa/yucaipa-thunderbirds/athletes/nathan-martinez/football/stats/?careerid=ji5gos4vccqbb,ji5gos4vccqbb,QB,Yucaipa,CA,3050,3050,254.2,197,324,0.608,40,4,126,12,2016,rushing
211,Tanner,Griffin,Tanner Griffin,/ok/bixby/bixby-spartans/athletes/tanner-griffin/football/stats/?careerid=m8c1qkvpaitk4,m8c1qkvpaitk4,"QB, P",Bixby,OK,3049,3049,234.5,243,384,0.633,39,10,111,13,2016,rushing
212,Cole,Defranco,Cole Defranco,/pa/easton/notre-dame-green-pond-crusaders/athletes/cole-defranco/football/stats/?careerid=5scuri8fpbd33,5scuri8fpbd33,QB,Notre Dame-Green Pond,PA,3039,3039,202.6,240,362,0.663,25,14,99,15,2016,rushing
