rushing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,rushing_yards,rushing_yards_per_game,comp,rushing_attempts,pct,rushing_touchdowns,int,rate,games_played,year,category
106,Will,Bingham,Will Bingham,/ca/laguna-beach/laguna-beach-breakers/athletes/will-bingham/football/stats/?careerid=di3utm015v8cc,di3utm015v8cc,QB,Laguna Beach,CA,3257,3257,271.4,222,336,0.661,44,10,125,12,2021,rushing
107,Martavius,Thomas,Martavius Thomas,/ar/camden/camden-fairview-cardinals/athletes/martavius-thomas/football/stats/?careerid=1ase9rk6k46vf,1ase9rk6k46vf,QB,Camden Fairview,AR,3257,3257,271.4,176,271,0.649,34,7,135,12,2021,rushing
108,Jackson,Brousseau,Jackson Brousseau,/ut/lehi/lehi-pioneers/athletes/jackson-brousseau/football/stats/?careerid=ppn2ieavn27ff,ppn2ieavn27ff,QB,Lehi,UT,3255,3255,232.5,295,446,0.661,36,5,110,14,2021,rushing
109,Blake,Flowers,Blake Flowers,/tx/seminole/seminole-indians/athletes/blake-flowers/football/stats/?careerid=2qg19h4uhslk4,2qg19h4uhslk4,QB,Seminole,TX,3255,3255,295.9,285,469,0.608,22,9,89,11,2021,rushing
110,Anthony,Colandrea,Anthony Colandrea,/fl/clearwater/clearwater-central-catholic-marauders/athletes/anthony-colandrea/football/stats/?careerid=i0of645u16l00,i0of645u16l00,QB,Lakewood,FL,3252,3252,250.2,216,345,0.626,27,10,108,13,2021,rushing
111,John Alan,Richter,John Alan Richter,/ga/gray/jones-county-greyhounds/athletes/john-alan-richter/football/stats/?careerid=24i8qr7q98ej3,24i8qr7q98ej3,QB,Jones County,GA,3241,3241,249.3,244,336,0.726,34,7,128,13,2021,rushing
112,Kyler,Sudweeks,Kyler Sudweeks,/ut/kamas/south-summit-wildcats/athletes/kyler-sudweeks/football/stats/?careerid=nonm0m7jijq77,nonm0m7jijq77,"QB, FS",South Summit,UT,3241,3241,270.1,203,315,0.644,31,14,113,12,2021,rushing
113,Rashawn,Galloway,Rashawn Galloway,/tx/boerne/boerne-greyhounds/athletes/rashawn-galloway/football/stats/?careerid=j9kk1jka8pup9,j9kk1jka8pup9,QB,Boerne,TX,3241,3241,270.1,202,341,0.592,33,7,115,12,2021,rushing
114,Ty,Hurst,Ty Hurst,/oh/tallmadge/tallmadge-blue-devils/athletes/ty-hurst/football/stats/?careerid=5h6dv9r352paa,5h6dv9r352paa,QB,Tallmadge,OH,3241,3241,294.6,193,327,0.59,31,5,118,11,2021,rushing
115,Bo,Edmundson,Bo Edmundson,/tx/austin/lake-travis-cavaliers/athletes/bo-edmundson/football/stats/?careerid=2uved6t28ea44,2uved6t28ea44,QB,Lake Travis,TX,3239,3239,215.9,235,379,0.62,38,9,113,15,2021,rushing
116,Jc,Landicini,Jc Landicini,/nj/egg-harbor-city/cedar-creek-pirates/athletes/jc-landicini/football/stats/?careerid=879egvfhob7h1,879egvfhob7h1,QB,Cedar Creek,NJ,3230,3230,248.5,202,307,0.658,36,6,132,13,2021,rushing
117,Logan,Brooke,Logan Brooke,/co/aurora/cherokee-trail-cougar/athletes/logan-brooke/football/stats/?careerid=v61e90ucfk7p9,v61e90ucfk7p9,QB,Cherokee Trail,CO,3228,3228,269.0,240,370,0.649,36,4,120,12,2021,rushing
118,Josh,Hupp,Josh Hupp,/oh/byesville/meadowbrook-colts/athletes/josh-hupp/football/stats/?careerid=rmrsofnq8mhrb,rmrsofnq8mhrb,,Meadowbrook,OH,3224,3224,248.0,211,358,0.589,29,9,105,13,2021,rushing
119,Brady,Denaburg,Brady Denaburg,/fl/merritt-island/merritt-island-mustangs/athletes/brady-denaburg/football/stats/?careerid=gsl38fa32kivf,gsl38fa32kivf,"QB, K",Merritt Island,FL,3220,3220,214.7,256,426,0.601,30,15,92,15,2021,rushing
120,Cade,Klubnik,Cade Klubnik,/tx/austin/westlake-chaparrals/athletes/cade-klubnik/football/stats/?careerid=77njne6dcmbaa,77njne6dcmbaa,QB,Westlake,TX,3215,3215,247.3,187,263,0.711,43,3,147,13,2021,rushing
121,Jp,Pickles,Jp Pickles,/fl/tallahassee/north-florida-christian-eagles/athletes/jp-pickles/football/stats/?careerid=pjbkof24qhj66,pjbkof24qhj66,"QB, OLB",North Florida Christian,FL,3211,3211,291.9,223,381,0.585,31,14,98,11,2021,rushing
122,Gavynn,Parker,Gavynn Parker,/ok/hooker/hooker-bulldogs/athletes/gavynn-parker/football/stats/?careerid=89ambvrrvgbdd,89ambvrrvgbdd,QB,Hooker,OK,3208,3208,291.6,231,372,0.621,39,8,116,11,2021,rushing
123,Bekkem,Kritza,Bekkem Kritza,/co/boulder/fairview-knights/athletes/bekkem-kritza/football/stats/?careerid=vftaa44t8piaa,vftaa44t8piaa,QB,Fairview,CO,3192,3192,319.2,268,413,0.649,22,8,98,10,2021,rushing
124,Jaedyn,Brown,Jaedyn Brown,/tx/corpus-christi/miller-buccaneers/athletes/jaedyn-brown/football/stats/?careerid=d6tbp9subvbff,d6tbp9subvbff,QB,Miller,TX,3188,3188,265.7,242,446,0.543,38,16,91,12,2021,rushing
125,Jett,Carroll,Jett Carroll,/tx/lubbock/coronado-mustangs/athletes/jett-carroll/football/stats/?careerid=4i8gluhfv2kn7,4i8gluhfv2kn7,QB,Coronado,TX,3179,3179,264.9,230,351,0.655,31,16,105,12,2021,rushing
126,Leo,Holsey,Leo Holsey,/tx/sweetwater/sweetwater-mustangs/athletes/leo-holsey/football/stats/?careerid=6nhsfv88h5877,6nhsfv88h5877,QB,Sweetwater,TX,3177,3177,264.8,201,335,0.6,32,10,111,12,2021,rushing
127,Luke,Weaver,Luke Weaver,/ca/manteca/east-union-lancers/athletes/luke-weaver/football/stats/?careerid=mesis02d4l6p9,mesis02d4l6p9,QB,East Union,CA,3173,3173,264.4,215,323,0.666,31,10,118,12,2021,rushing
128,Rodge,Waldrop,Rodge Waldrop,/ga/thomasville/brookwood-warriors/athletes/rodge-waldrop/football/stats/?careerid=g49v28k2is2p9,g49v28k2is2p9,QB,Brookwood,GA,3172,3172,264.3,215,427,0.504,32,19,81,12,2021,rushing
129,Wyatt,Bohm,Wyatt Bohm,/il/mahomet/mahomet-seymour-bulldogs/athletes/wyatt-bohm/football/stats/?careerid=h7echbi7tveqa,h7echbi7tveqa,,Mahomet-Seymour,IL,3171,3171,264.2,184,313,0.588,27,9,110,12,2021,rushing
130,Alex,Jackson,Alex Jackson,/ut/nephi/juab-wasps/athletes/alex-jackson/football/stats/?careerid=c4difv0dcvedd,c4difv0dcvedd,QB,Juab,UT,3170,3170,264.2,217,317,0.685,37,8,129,12,2021,rushing
131,Andrew,Nye,Andrew Nye,/ct/clinton/morgan-huskies/athletes/andrew-nye/football/stats/?careerid=8o9cg33v743k4,8o9cg33v743k4,QB,Morgan,CT,3168,3168,316.8,230,336,0.685,44,9,127,10,2021,rushing
132,Christian,Johnson,Christian Johnson,/in/rockville/parke-heritage-wolves/athletes/christian-johnson/football/stats/?careerid=v6kdm07t24nrb,v6kdm07t24nrb,"QB, FS",Parke Heritage,IN,3160,3160,263.3,204,309,0.66,44,6,131,12,2021,rushing
133,Alan,Mckeefry,Alan Mckeefry,/ok/spiro/spiro-bulldogs/athletes/alan-mckeefry/football/stats/?careerid=or0pojqi0skp9,or0pojqi0skp9,QB,Spiro,OK,3157,3157,315.7,228,347,0.657,31,7,116,10,2021,rushing
134,Luigi,Cristiano,Luigi Cristiano,/tx/brownsville/st-joseph-academy-bloodhounds/athletes/luigi-cristiano/football/stats/?careerid=i058t9r7q3fl5,i058t9r7q3fl5,"QB, DE",St. Joseph Academy,TX,3152,3152,286.5,248,448,0.554,36,7,98,11,2021,rushing
135,Ethan,Jackson,Ethan Jackson,/ut/sandy/alta-hawks/athletes/ethan-jackson/football/stats/?careerid=j32doc0pfjb55,j32doc0pfjb55,QB,Alta,UT,3151,3151,286.5,208,334,0.623,33,5,120,11,2021,rushing
136,Lonnie,Ratliff,Lonnie Ratliff,/ga/duluth/duluth-wildcats/athletes/lonnie-ratliff/football/stats/?careerid=a7begn444metd,a7begn444metd,QB,Duluth,GA,3148,3148,286.2,181,312,0.58,29,6,115,11,2021,rushing
137,Luke,Souza,Luke Souza,/ca/lafayette/acalanes-dons/athletes/luke-souza/football/stats/?careerid=vl6q42h08dnee,vl6q42h08dnee,QB,Acalanes,CA,3145,3145,285.9,200,301,0.664,38,8,129,11,2021,rushing
138,Marcus,Martin,Marcus Martin,/ca/los-angeles/salesian-mustangs/athletes/marcus-martin/football/stats/?careerid=j6clq0a89idh1,j6clq0a89idh1,QB,Salesian,CA,3141,3141,241.6,214,331,0.647,36,8,122,13,2021,rushing
139,Blaze,Berlowitz,Blaze Berlowitz,/ok/cushing/cushing-tigers/athletes/blaze-berlowitz/football/stats/?careerid=nhubt8kfad5n7,nhubt8kfad5n7,,Cushing,OK,3137,3137,285.2,206,326,0.632,32,11,113,11,2021,rushing
140,Mason,Fortune,Mason Fortune,/nc/raleigh/millbrook-wildcats/athletes/mason-fortune/football/stats/?careerid=4ukif5rmno6bb,4ukif5rmno6bb,QB,Millbrook,NC,3137,3137,241.3,192,292,0.658,40,5,134,13,2021,rushing
141,Jack,Patterson,Jack Patterson,/ms/southaven/northpoint-christian-trojans/athletes/jack-patterson/football/stats/?careerid=vlollqf2ppv88,vlollqf2ppv88,QB,Northpoint Christian,MS,3129,3129,284.5,200,279,0.717,32,12,129,11,2021,rushing
142,Tyler,Kubat,Tyler Kubat,/co/fort-collins/fossil-ridge-sabercats/athletes/tyler-kubat/football/stats/?careerid=sstfklrq5or99,sstfklrq5or99,QB,Fossil Ridge,CO,3116,3116,283.3,212,369,0.575,27,11,97,11,2021,rushing
143,Ty,Lott,Ty Lott,/il/springfield/sacred-heart-griffin-cyclones/athletes/ty-lott/football/stats/?careerid=9l7hfmtqvu7k4,9l7hfmtqvu7k4,QB,Sacred Heart-Griffin,IL,3112,3112,222.3,190,257,0.739,45,2,150,14,2021,rushing
144,Cardell,Williams,Cardell Williams,/tx/houston/westfield-mustangs/athletes/cardell-williams/football/stats/?careerid=vmsfd96pmgtcc,vmsfd96pmgtcc,QB,Westfield,TX,3105,3105,238.8,179,285,0.628,39,5,132,13,2021,rushing
145,Nicky,Johnson,Nicky Johnson,/ca/morro-bay/morro-bay-pirates/athletes/nicky-johnson/football/stats/?careerid=ka7e2rhvj5j99,ka7e2rhvj5j99,QB,Morro Bay,CA,3104,3104,206.9,241,383,0.629,34,7,110,15,2021,rushing
146,Jett,Huff,Jett Huff,/tx/college-station/college-station-cougars/athletes/jett-huff/football/stats/?careerid=b7jfaia73lnp9,b7jfaia73lnp9,QB,College Station,TX,3101,3101,193.8,225,295,0.763,43,5,142,16,2021,rushing
147,Kaylan,Julian calvez,Kaylan Julian calvez,/fl/orlando/jones-fightin-tigers/athletes/kaylan-julian-calvez/football/stats/?careerid=m2o4g3evg6qqa,m2o4g3evg6qqa,QB,Jones,FL,3099,3099,238.4,186,306,0.608,26,10,110,13,2021,rushing
148,Tyler,Moody,Tyler Moody,/tx/brock/brock-eagles/athletes/tyler-moody/football/stats/?careerid=7ci5tvlkrqfaa,7ci5tvlkrqfaa,QB,Brock,TX,3096,3096,193.5,208,328,0.634,45,4,129,16,2021,rushing
149,Mj,Morris,Mj Morris,/ga/carrollton/carrollton-trojans/athletes/mj-morris/football/stats/?careerid=grvuavfp2dgee,grvuavfp2dgee,QB,Carrollton,GA,3089,3089,220.6,186,295,0.631,33,9,123,14,2021,rushing
150,Cole,Feuerbacher,Cole Feuerbacher,/mo/springfield/glendale-falcons/athletes/cole-feuerbacher/football/stats/?careerid=8r21g6ilbvpn7,8r21g6ilbvpn7,QB,Glendale,MO,3088,3088,280.7,233,360,0.647,35,5,118,11,2021,rushing
151,Will,Mattison,Will Mattison,/sc/rock-hill/northwestern-trojans/athletes/will-mattison/football/stats/?careerid=plhvb7nmgtli2,plhvb7nmgtli2,QB,Northwestern,SC,3085,3085,237.3,225,349,0.645,41,7,123,13,2021,rushing
152,Jai'que,Hart,Jai'que Hart,/ga/lithia-springs/lithia-springs-leo-the-lion/athletes/jaique-hart/football/stats/?careerid=su7ss09m5nh22,su7ss09m5nh22,QB,Lithia Springs,GA,3082,3082,256.8,207,362,0.572,30,11,100,12,2021,rushing
153,Jarrett,Wilson,Jarrett Wilson,/mt/polson/polson-pirates/athletes/jarrett-wilson/football/stats/?careerid=gpe5rojl36bsc,gpe5rojl36bsc,"WR, FS",Polson,MT,3081,3081,308.1,228,321,0.71,48,3,137,10,2021,rushing
154,Kemper,Hodges,Kemper Hodges,/ga/marietta/pope-greyhounds/athletes/kemper-hodges/football/stats/?careerid=kvbmr1vq91an7,kvbmr1vq91an7,QB,South Walton,FL,3079,3079,256.6,203,329,0.617,34,13,110,12,2021,rushing
155,Carson,Haggard,Carson Haggard,/fl/miami/gulliver-prep-raiders/athletes/carson-haggard/football/stats/?careerid=4n8cje80ockh1,4n8cje80ockh1,QB,Gulliver Prep,FL,3076,3076,279.6,200,323,0.619,35,6,122,11,2021,rushing
156,Aden,Chavez,Aden Chavez,/nm/albuquerque/cibola-cougars/athletes/aden-chavez/football/stats/?careerid=rfim9nli62gsc,rfim9nli62gsc,QB,Cibola,NM,3075,3075,279.5,221,356,0.621,32,10,108,11,2021,rushing
157,Levi,Gullion,Levi Gullion,/oh/piketon/piketon-redstreaks/athletes/levi-gullion/football/stats/?careerid=5m0nfoignlrqa,5m0nfoignlrqa,QB,Piketon,OH,3075,3075,279.5,170,262,0.649,31,5,137,11,2021,rushing
158,Lucas,Lenhoff,Lucas Lenhoff,/nc/charlotte/myers-park-mustangs/athletes/lucas-lenhoff/football/stats/?careerid=fruilmrkbemo8,fruilmrkbemo8,QB,Myers Park,NC,3071,3071,255.9,206,326,0.632,35,15,111,12,2021,rushing
159,Maxim,Clark,Maxim Clark,/id/boise/capital-golden-eagles/athletes/maxim-clark/football/stats/?careerid=mna2ubjdco8o8,mna2ubjdco8o8,QB,Capital,ID,3060,3060,278.2,232,336,0.69,30,8,117,11,2021,rushing
160,Rykar,Acebo,Rykar Acebo,/ar/jonesboro/jonesboro-hurricane/athletes/rykar-acebo/football/stats/?careerid=m4jq3en5pr677,m4jq3en5pr677,QB,Jonesboro,AR,3058,3058,278.0,209,311,0.672,39,8,128,11,2021,rushing
161,Brett,Griffis,Brett Griffis,/va/ashburn/broad-run-spartans/athletes/brett-griffis/football/stats/?careerid=jmon0jdqr3k22,jmon0jdqr3k22,"QB, FS",Broad Run,VA,3053,3053,218.1,226,320,0.706,32,3,130,14,2021,rushing
162,Tyler,Tremain,Tyler Tremain,/ca/folsom/folsom-bulldogs/athletes/tyler-tremain/football/stats/?careerid=ge2su5k7rfgqa,ge2su5k7rfgqa,QB,Folsom,CA,3052,3052,254.3,220,354,0.621,37,10,113,12,2021,rushing
163,Jordan,Mccarty,Jordan Mccarty,/or/silverton/silverton-foxes/athletes/jordan-mccarty/football/stats/?careerid=uetnibdj1niff,uetnibdj1niff,"QB, SS",Silverton,OR,3042,3042,234.0,183,308,0.594,25,9,108,13,2021,rushing
164,Brendan,Anderson,Brendan Anderson,/az/glendale/mountain-ridge-mountain-lions/athletes/brendan-anderson/football/stats/?careerid=5l5f5o32pjck4,5l5f5o32pjck4,QB,Mountain Ridge,AZ,3037,3037,276.1,214,386,0.554,39,12,102,11,2021,rushing
165,Christian,Burke,Christian Burke,/ok/bixby/bixby-spartans/athletes/christian-burke/football/stats/?careerid=upai23r5go7sc,upai23r5go7sc,"QB, QB",Bixby,OK,3037,3037,233.6,203,297,0.684,35,5,134,13,2021,rushing
166,Stone,Saunders,Stone Saunders,/pa/harrisburg/bishop-mcdevitt-crusaders/athletes/stone-saunders/football/stats/?careerid=l40vcmpv2n0qa,l40vcmpv2n0qa,QB,Bishop McDevitt,PA,3037,3037,216.9,146,230,0.635,46,5,138,14,2021,rushing
167,Ashten,Snelsire,Ashten Snelsire,/md/berlin/decatur-seahawks/athletes/ashten-snelsire/football/stats/?careerid=s7n8n8gu5q9aa,s7n8n8gu5q9aa,"QB, OLB",Decatur,MD,3036,3036,253.0,219,349,0.628,35,14,107,12,2021,rushing
168,Kaden,Anderson,Kaden Anderson,/tx/southlake/southlake-carroll-dragons/athletes/kaden-anderson/football/stats/?careerid=phogeit80a800,phogeit80a800,QB,Southlake Carroll,TX,3036,3036,202.4,204,338,0.604,34,8,113,15,2021,rushing
169,Gehrig,Slunaker,Gehrig Slunaker,/in/fortville/mt-vernon-marauders/athletes/gehrig-slunaker/football/stats/?careerid=u7t9vs35el344,u7t9vs35el344,"QB, ATH",Mt. Vernon,IN,3028,3028,201.9,147,214,0.687,34,5,141,15,2021,rushing
170,Lance,Hoffsommer,Lance Hoffsommer,/ks/sedgwick/sedgwick-cardinals/athletes/lance-hoffsommer/football/stats/?careerid=iiv1vq79k2k22,iiv1vq79k2k22,QB,Sedgwick,KS,3027,3027,275.2,179,252,0.71,37,3,146,11,2021,rushing
171,Jace,Palmer,Jace Palmer,/ut/blanding/san-juan-broncos/athletes/jace-palmer/football/stats/?careerid=7mie2mnetchff,7mie2mnetchff,QB,San Juan,UT,3020,3020,232.3,212,337,0.629,41,10,119,13,2021,rushing
172,J'Uan,Swanson,J'Uan Swanson,/in/indianapolis/ben-davis-giants/athletes/juan-swanson/football/stats/?careerid=2inrtvmvtt8rb,2inrtvmvtt8rb,QB,Ben Davis,IN,3018,3018,232.2,220,358,0.615,27,16,95,13,2021,rushing
173,Ahmad,Haston,Ahmad Haston,/fl/wellington/palm-beach-central-broncos/athletes/ahmad-haston/football/stats/?careerid=95voetrbunc22,95voetrbunc22,QB,Palm Beach Central,FL,3018,3018,274.4,160,261,0.613,30,2,136,11,2021,rushing
174,Brayden,Buchanan,Brayden Buchanan,/tx/austin/vandegrift-vipers/athletes/brayden-buchanan/football/stats/?careerid=eo4k9fkeqcd55,eo4k9fkeqcd55,QB,Vandegrift,TX,3017,3017,215.5,173,287,0.603,42,8,124,14,2021,rushing
175,Jordan,Dennis,Jordan Dennis,/va/lorton/south-county-stallions/athletes/jordan-dennis/football/stats/?careerid=q65kbr47b4gee,q65kbr47b4gee,QB,South County,VA,3016,3016,215.4,212,339,0.625,37,9,117,14,2021,rushing
176,Ryne,Abel,Ryne Abel,/tx/lorena/lorena-leopards/athletes/ryne-abel/football/stats/?careerid=vi0qksqovihdd,vi0qksqovihdd,QB,Lorena,TX,3015,3015,201.0,173,258,0.671,30,10,129,15,2021,rushing
177,Carson,May,Carson May,/ok/jones/jones-longhorns/athletes/carson-may/football/stats/?careerid=ngjm10bqhu9ee,ngjm10bqhu9ee,QB,Jones,OK,3013,3013,251.1,192,304,0.632,36,4,130,12,2021,rushing
178,Eli,Wisdom,Eli Wisdom,/ar/springdale/shiloh-christian-saints/athletes/eli-wisdom/football/stats/?careerid=k0ogk4mi1oe88,k0ogk4mi1oe88,"WR, QB",Shiloh Christian,AR,3013,3013,200.9,191,309,0.618,36,10,120,15,2021,rushing
179,Robbie,Roper,Robbie Roper,/ga/roswell/roswell-hornets/athletes/robbie-roper/football/stats/?careerid=1oiasgl1qsqn7,1oiasgl1qsqn7,QB,Roswell,GA,3010,3010,250.8,190,273,0.696,37,7,135,12,2021,rushing
180,Kanon,Gibson,Kanon Gibson,/tx/wink/wink-wildcats/athletes/kanon-gibson/football/stats/?careerid=j4bj08922ijk4,j4bj08922ijk4,"QB, SS",Wink,TX,3009,3009,231.5,186,318,0.585,37,10,116,13,2021,rushing
181,Maddog,Madsen,Maddog Madsen,/ut/american-fork/american-fork-cavemen/athletes/maddog-madsen/football/stats/?careerid=ejao6om2opf11,ejao6om2opf11,QB,American Fork,UT,3004,3004,273.1,264,400,0.66,38,6,114,11,2021,rushing
182,Loden,Bradshaw,Loden Bradshaw,/nc/newton-grove/hobbton-wildcats/athletes/loden-bradshaw/football/stats/?careerid=b7oeehfj52utd,b7oeehfj52utd,QB,Hobbton,NC,3004,3004,250.3,241,350,0.689,40,11,120,12,2021,rushing
183,BRANDON,ROSE,BRANDON ROSE,/ca/murrieta/murrieta-valley-nighthawks/athletes/brandon-rose/football/stats/?careerid=b7i71csmnf655,b7i71csmnf655,QB,Murrieta Valley,CA,3002,3002,272.9,174,260,0.669,33,4,139,11,2021,rushing
184,Jack,Ruff,Jack Ruff,/ca/san-juan-capistrano/st-margarets-tartans/athletes/jack-ruff/football/stats/?careerid=fqfkmnj4tvbsc,fqfkmnj4tvbsc,QB,St. Margaret's,CA,3000,3000,230.8,247,383,0.645,44,10,116,13,2021,rushing
185,Alonzo,Esparza,Alonzo Esparza,/ca/culver-city/culver-city-centaurs/athletes/alonzo-esparza/football/stats/?careerid=161go9dhbhj66,161go9dhbhj66,QB,Culver City,CA,2992,2992,272.0,238,372,0.64,24,19,89,11,2021,rushing
186,Armar,"Gordon, jr.","Armar Gordon, jr.",/ga/perry/perry-panthers/athletes/armar-gordon-jr/football/stats/?careerid=adc6046drt5p9,adc6046drt5p9,QB,Perry,GA,2990,2990,230.0,191,297,0.643,32,14,114,13,2021,rushing
187,Cameron,Edge,Cameron Edge,/de/smyrna/smyrna-eagles/athletes/cameron-edge/football/stats/?careerid=pkr8kf9q70gee,pkr8kf9q70gee,QB,Smyrna,DE,2990,2990,230.0,183,273,0.67,27,2,133,13,2021,rushing
188,William,Riddle,William Riddle,/tn/chattanooga/mccallie-blue-tornado/athletes/william-riddle/football/stats/?careerid=88rru9aj39gi2,88rru9aj39gi2,QB,McCallie,TN,2985,2985,248.8,179,261,0.686,41,6,137,12,2021,rushing
189,Brayden,Kyle,Brayden Kyle,/al/decatur/decatur-heritage-christian-academy-eagles/athletes/brayden-kyle/football/stats/?careerid=ljumr9tqptsg0,ljumr9tqptsg0,"QB, SS",Decatur Heritage Christian Academy,AL,2985,2985,248.8,148,237,0.624,38,10,128,12,2021,rushing
190,Cooper,Brown,Cooper Brown,/mo/wentzville/holt-indians/athletes/cooper-brown/football/stats/?careerid=hqnjb5hqonc33,hqnjb5hqonc33,"QB, FS",Holt,MO,2984,2984,229.5,209,289,0.723,37,5,138,13,2021,rushing
191,Alex,Summers,Alex Summers,/nc/mocksville/davie-county-war-eagles/athletes/alex-summers/football/stats/?careerid=hpt27cucdhq88,hpt27cucdhq88,QB,Davie County,NC,2981,2981,271.0,235,343,0.685,28,9,112,11,2021,rushing
192,Noah,Fifita,Noah Fifita,/ca/anaheim/servite-friars/athletes/noah-fifita/football/stats/?careerid=0tg9lam6c6ln7,0tg9lam6c6ln7,QB,Servite,CA,2974,2974,228.8,206,334,0.617,34,8,115,13,2021,rushing
193,Rylan,Smart,Rylan Smart,/tx/sanger/sanger-indians/athletes/rylan-smart/football/stats/?careerid=bi01mp7eal2aa,bi01mp7eal2aa,QB,Sanger,TX,2974,2974,270.4,187,312,0.599,29,7,113,11,2021,rushing
194,Maalik,Murphy,Maalik Murphy,/ca/gardena/serra-cavaliers/athletes/maalik-murphy/football/stats/?careerid=k33p6lfanj3o8,k33p6lfanj3o8,QB,Serra,CA,2973,2973,212.4,202,321,0.629,22,9,104,14,2021,rushing
195,Liu,Aumavae,Liu Aumavae,/ut/provo/timpview-thunderbirds/athletes/liu-aumavae/football/stats/?careerid=ivc0iu5ltpgg0,ivc0iu5ltpgg0,QB,Timpview,UT,2971,2971,247.6,180,305,0.59,28,13,105,12,2021,rushing
196,Nicholas,Patterson,Nicholas Patterson,/in/mooresville/mooresville-pioneers/athletes/nicholas-patterson/football/stats/?careerid=poqhjo8ifufg0,poqhjo8ifufg0,"QB, LB",Mooresville,IN,2970,2970,270.0,199,282,0.706,37,7,134,11,2021,rushing
197,Kasey,Mraz,Kasey Mraz,/tx/little-river-academy/little-river-academy-bumblebees/athletes/kasey-mraz/football/stats/?careerid=u4qmk3jeg3277,u4qmk3jeg3277,"QB, MLB",Little River Academy,TX,2968,2968,228.3,214,302,0.709,33,7,129,13,2021,rushing
198,Keegan,Gilbreath,Keegan Gilbreath,/tx/seymour/seymour-panthers/athletes/keegan-gilbreath/football/stats/?careerid=nnbajgcpc5nbb,nnbajgcpc5nbb,QB,Seymour,TX,2964,2964,296.4,229,359,0.638,27,7,107,10,2021,rushing
199,Drew,Alexander,Drew Alexander,/tx/yorktown/yorktown-wildcats/athletes/drew-alexander/football/stats/?careerid=dl1dplor7ur55,dl1dplor7ur55,"QB, SS",Yorktown,TX,2962,2962,246.8,161,257,0.626,31,6,132,12,2021,rushing
200,Sawyer,Anderson,Sawyer Anderson,/tx/dallas/parish-episcopal-panthers/athletes/sawyer-anderson/football/stats/?careerid=hcl753n1gv1o8,hcl753n1gv1o8,QB,Parish Episcopal,TX,2961,2961,227.8,184,287,0.641,32,3,131,13,2021,rushing
201,Colin,Fisher,Colin Fisher,/ok/noble/noble-bears/athletes/colin-fisher/football/stats/?careerid=errjgopnoor11,errjgopnoor11,QB,Noble,OK,2958,2958,268.9,193,332,0.581,33,8,111,11,2021,rushing
202,Danny,O'neil,Danny O'neil,/in/indianapolis/cathedral-fighting-irish/athletes/danny-oneil/football/stats/?careerid=uh47dt1qb69m6,uh47dt1qb69m6,QB,Cathedral,IN,2956,2956,197.1,231,367,0.629,33,2,116,15,2021,rushing
203,Alonza,Barnett iii,Alonza Barnett iii,/nc/greensboro/page-pirates/athletes/alonza-barnett-iii/football/stats/?careerid=ga5f7mv1ildrb,ga5f7mv1ildrb,QB,Grimsley,NC,2954,2954,246.2,184,300,0.613,36,5,127,12,2021,rushing
204,Gavin,Brown,Gavin Brown,/nv/mesquite/virgin-valley-bulldogs/athletes/gavin-brown/football/stats/?careerid=2mfq954ests44,2mfq954ests44,,Virgin Valley,NV,2950,2950,226.9,192,272,0.706,40,7,135,13,2021,rushing
205,Luke,Duncan,Luke Duncan,/ca/orinda/miramonte-matadors/athletes/luke-duncan/football/stats/?careerid=e67srpejaofaa,e67srpejaofaa,"QB, FS",Miramonte,CA,2949,2949,268.1,203,356,0.57,30,12,98,11,2021,rushing
206,Jack,Cleveland,Jack Cleveland,/ar/little-rock/robinson-senators/athletes/jack-cleveland/football/stats/?careerid=7clbp3e4k20dd,7clbp3e4k20dd,,Robinson,AR,2947,2947,196.5,155,227,0.683,36,5,141,15,2021,rushing
207,Nate,Bennett,Nate Bennett,/ca/sun-valley/village-christian-crusaders/athletes/nate-bennett/football/stats/?careerid=ff7qcovmnivm6,ff7qcovmnivm6,QB,Village Christian,CA,2946,2946,267.8,175,291,0.601,41,10,120,11,2021,rushing
208,Christian,Coudriet,Christian Coudriet,/pa/st-marys/st-marys-flying-dutch/athletes/christian-coudriet/football/stats/?careerid=ed03i714bk466,ed03i714bk466,QB,St. Marys,PA,2942,2942,267.5,217,325,0.668,26,6,114,11,2021,rushing
209,Gerardo,Saenz,Gerardo Saenz,/az/gilbert/mesquite-wildcats/athletes/gerardo-saenz/football/stats/?careerid=bcqa2eenulaue,bcqa2eenulaue,"QB, P",Mesquite,AZ,2937,2937,225.9,176,319,0.552,35,12,107,13,2021,rushing
210,Chase,Vehmeyer,Chase Vehmeyer,/ca/windsor/windsor-jaguars/athletes/chase-vehmeyer/football/stats/?careerid=9jr44g83j2vl5,9jr44g83j2vl5,QB,Windsor,CA,2920,2920,224.6,168,245,0.686,25,6,133,13,2021,rushing
211,Blaine,Hipa,Blaine Hipa,/az/chandler/chandler-wolves/athletes/blaine-hipa/football/stats/?careerid=ckm9l77laeudd,ckm9l77laeudd,QB,Chandler,AZ,2915,2915,242.9,219,329,0.666,30,13,108,12,2021,rushing
